current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,Luciano [DE],Beautiful Girl,Urban,3,1,1
2,4,Ion Miles / SiraOne / BHZ,Powerade,Sony Music / BHZ,4,2,4
3,3,T-Low & Miksu / Macloud,We Made It,Spinnup,4,1,3
4,5,Miksu / MacLoud & T-Low,Sehnsucht,Futura,11,1,5
5,6,Harry Styles,As It Was,Columbia,7,1,6
6,7,Jack Harlow,First Class,Atlantic,6,2,7
7,NA,T-Low x Ufo361,Airbnb,Spinnup,1,7,0
8,42,Malik Harris,Rockstars,Better Now Records,7,8,42
9,9,Glass Animals,Heat Waves,Polydor,55,2,9
10,10,Leony,Remedy,Kontor Records,14,5,10
11,22,Tiësto & Ava Max,The Motto,Atlantic,28,10,22
12,14,Panic! At The Disco,House Of Memories,Fueled By Ramen,4,12,14
13,11,Lost Frequencies / Calum Scott,Where Are You Now,RCA,40,5,11
14,12,Camila Cabello feat. Ed Sheeran,Bam Bam,Epic,11,12,12
15,17,Farruko,Pepas,Epic,37,11,17
16,15,Elton John & Dua Lipa,Cold Heart,EMI,39,3,15
17,13,Gayle,abcdefu,Atlantic,27,1,13
18,16,Ed Sheeran,Shivers,Atlantic,36,1,16
19,21,Öwnboss & Sevek,Move Your Body,Musical Freedom,9,19,21
20,23,SDP & Clueso,Die schönsten Tage,Nur Musik ist schöner,3,20,23
21,18,ClockClock,Sorry,Wefor,8,18,18
22,NA,Kalush Orchestra,Stefania,Columbia,1,22,0
23,20,Purple Disco Machine + Sophie And The Giants,In The Dark,Columbia,14,12,20
24,19,Civo,Weg von mir,Good Kid Records/VENTURA Records,16,4,19
25,NA,Mero & Murda,Konum Gizli,Urban,1,25,0
26,8,Dardan x RAF Camora,Obsessed,Hypnotize Entertainment,2,8,8
27,32,Jax Jones & MNEK,Where Did You Go?,Polydor,8,27,32
28,25,Alvaro Soler / Ray Dalton,Manila,Epic,15,23,25
29,24,Imagine Dragons x JID,Enemy,Interscope,29,4,24
30,29,Jaymes Young,Infinity,Atlantic,31,11,29
31,27,Ed Sheeran,Bad Habits,Atlantic,47,1,27
32,28,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,29,3,28
33,NA,Billa Joe x Reezy feat. Luciano,Paris,GOLD LEAGUE / OG Scrpngang GmbH,1,33,0
34,37,Shouse,Love Tonight,Hell Beach,48,4,37
35,36,Tom Odell,Another Love,Columbia,119,11,36
36,34,Romero [DE],Sie liebt Techno,Epic,4,34,34
37,30,The Kid Laroi / Justin Bieber,Stay,Columbia,45,1,30
38,50,Lizzo,About Damn Time,Atlantic,2,38,50
39,35,Elley Duhé,Middle Of The Night,RCA,23,31,35
40,40,Jason Derulo,Acapulco,Atlantic,34,18,40
41,NA,Maxwell & LX,Kein Plan,187 Strassenbande,1,41,0
42,43,Julian Sommer,Dicht im Flieger,Electrola,7,40,43
43,41,Luude feat. Colin Hay,Down Under,Sweat It Out,18,9,41
44,45,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,42,1,45
45,66,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,Parlophone Label Group,6,45,66
46,48,Lil Nas X,Thats What I Want,Columbia,34,11,48
47,46,T-Low,Crashen,Spinnup,23,27,46
48,NA,Benzz,Je m'appelle,Universal,1,48,0
49,49,Montez,Auf & ab,Universal Domestic Vertigo,42,1,49
50,NA,Måneskin,Supermodel,RCA,1,50,0
51,NA,Kollegah,Klassikmusik (Intro),Alpha Music Empire,1,51,0
52,93,SDP & 257ers,Scheiße baut sich nicht von alleine,Nur Musik ist schöner,3,52,93
53,54,Nathan Evans,Wellerman,Polydor,69,1,54
54,NA,Post Malone feat. Roddy Ricch,Cooped Up,Mercury,1,54,0
55,57,Kamrad,I Believe,Kamrad,13,55,57
56,26,Rammstein,Zeit,Rammstein,10,1,26
57,68,Imanbek & BYOR,Belly Dancer,Musical Freedom,4,57,68
58,62,Pashanim,Sommergewitter,Urban,46,1,62
59,47,Ed Sheeran feat. Lil Baby,2step,Atlantic,4,47,47
60,51,Shouse,Won't Forget You,Hell Beach,9,36,51
61,63,Tate McRae,She's All I Wanna Be,RCA,12,61,63
62,59,A1 x J1 & Tion Wayne,Night Away (Dance),EMI,9,46,59
63,65,OneRepublic,Sunshine,Interscope,5,63,65
64,55,Glockenbach x ClockClock,Brooklyn,Wefor,20,26,55
65,61,The Weeknd,Save Your Tears,Republic Records,69,5,61
66,39,Rammstein,Zick zack,Rammstein,6,1,39
67,67,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,21,28,67
68,74,Felix Jaehn & The Stickmen Project feat. Calum Scott,Rain In Ibiza,Virgin Records,2,68,74
69,58,01099 - Cro,Glücklich,01099,8,16,58
70,53,Sido,Mit Dir,Urban,26,3,53
71,76,Endzone / TM,61 Grad,2Live Entertainment,26,25,76
72,NA,DJ Robin & Schürze,Layla,Summerfield Records,1,72,0
73,60,Silva,Jumper,Urban,7,44,60
74,56,Pajel,10von10,Epic / DOPE,39,2,56
75,44,Django & Biggie68,Shank On Me,NWD,2,44,44
76,64,Lil Nas X & Jack Harlow,Industry Baby,Columbia,43,9,64
77,70,The Weeknd,Blinding Lights,Republic Records,128,1,70
78,71,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,53,1,71
79,38,The Cratez / Bonez MC / LX,Bob Marley,GOLD LEAGUE,3,13,38
80,NA,Cro,Easy,BMG,48,2,0
81,84,Shawn Mendes,When You're Gone,Island,7,37,84
82,69,SDP x Montez,Wie viele Lieder muss ich noch schreiben?,Nur Musik ist schöner,12,15,69
83,81,Tinlicker & Helsloot,Because You Move Me,Kontor Records,47,14,81
84,87,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,65,3,87
85,75,Dove Cameron,Boyfriend,Columbia,14,26,75
86,52,Rammstein,Angst,Rammstein,3,12,52
87,85,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,27,1,85
88,78,Demi Lovato,Cool For The Summer,Universal,9,33,78
89,79,George Ezra,Anyone For You (Tiger Lily),Columbia,10,79,79
90,98,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,35,6,98
91,72,1986zig,Kopf aus,Good Kid Records/VENTURA Records,16,3,72
92,NA,Cro,Traum,BMG,48,1,0
93,80,Topic x Robin Schulz x Nico Santos x Paul van Dyk,In Your Arms (For An Angel),Virgin Records,15,36,80
94,91,Apache 207,Roller,Four Music / Two Sides,137,1,91
95,2,Dieter Bohlen / Katja Krasavice / Pietro Lombardi,"You're My Heart, You're My Soul",Katja Krasavice,2,2,2
96,NA,Zuna,Vorbei,KMN Gang,1,96,0
97,99,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,97,2,99
98,NA,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,36,20,0
99,NA,Måneskin,Beggin',RCA,45,1,0
100,73,Juju x Chapo102 x Philipp Poisel,Erkläre mir die Liebe,Jinx Music,4,20,73
