current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,NA,Shirin David,Lieben wir,Juicy Money Records,1,1,0
2,1,Pashanim,Sommergewitter,Urban,2,1,1
3,2,Måneskin,Beggin',RCA,5,1,2
4,3,Ed Sheeran,Bad Habits,Warner Music International,2,3,3
5,4,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,8,1,4
6,5,Måneskin,I Wanna Be Your Slave,RCA,7,3,5
7,NA,Lea x Casper,Schwarz,Four Music / Treppenhaus,1,7,0
8,9,Justin Wellington and Small Jam,Iko Iko,Columbia / B1,10,7,9
9,NA,Ufo361,Daniel Lee,Stay High,1,9,0
10,8,Luciano [DE],Schmetterling,Urban,3,3,8
11,6,Nathan Evans,Wellerman,Polydor,24,1,6
12,11,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,21,3,11
13,10,Vegedream,Ramenez la coupe à la maison,Universal,4,9,10
14,NA,Luciano [DE],Promise,Urban,1,14,0
15,NA,Farid Bang x Capital Bra,Kampfsport,Farid Bang,1,15,0
16,12,Lil Nas X,Montero (Call Me By Your Name),Columbia,15,2,12
17,13,Wes Nelson & Yxng Bane,Nice To Meet Ya,EMI,6,7,13
18,17,Shirin David,Ich darf das,Universal Domestic Vertigo,8,1,17
19,63,Shouse,Love Tonight,Hell Beach,3,19,63
20,16,The Weeknd,Save Your Tears,Republic Records,25,5,16
21,18,P!nk + Willow Sage Hart,Cover Me In Sunshine,RCA,19,7,18
22,22,"01099 - Gustav, Zachi",Durstlöscher,01099,8,17,22
23,19,Jamule,Liege wieder wach,Life Is Pain,11,3,19
24,20,Dua Lipa,Levitating,Urban,16,16,20
25,21,Martin Garrix feat. Bono & The Edge,We Are The People,Columbia / B1,4,15,21
26,24,atb x Topic x A7S,Your Love (9PM),Virgin Records,25,6,24
27,23,Capo,Ghettogirl,Warner Music Germany,6,7,23
28,29,Mark Forster x Lea,Drei Uhr nachts,Four Music,13,15,29
29,28,Trinidad Cardona,Dinero,Run It Up Records,4,23,28
30,31,OneRepublic,Run,Interscope,9,30,31
31,59,Ayliva,Wenn ich wein,Whiteheart Records,2,31,59
32,30,Masked Wolf,Astronaut In The Ocean,Elektra,26,4,30
33,36,Alvaro Soler,Magia,Airforce1,13,28,36
34,34,Tiësto,The Business,Atlantic,36,3,34
35,38,Coldplay,Higher Power,Parlophone Label Group,9,35,38
36,NA,Bushido,King Sonny Black,Ersguterjunge,1,36,0
37,35,Ofenbach feat. Lagique,Wasted Love,Elektra,19,12,35
38,33,Justin Bieber feat. Daniel Caesar & Giveon,Peaches,Def Jam,16,2,33
39,NA,Kalim feat. Lucio101 & YY,Flyy,Urban,1,39,0
40,32,"187 Strassenbande / Bonez, Frauenarzt",Extasy,187 Strassenbande,9,1,32
41,41,Purple Disco Machine feat. Moss Kena & The Knocks,Fireworks,Columbia,11,32,41
42,39,Bausa feat. Apache 207,Madonna,Warner Music Germany,20,1,39
43,14,Dardan,GTA,Hypnotize Entertainment,2,14,14
44,51,Glockenbach feat. ClockClock,Redlight,Wefor,6,44,51
45,47,Tom Gregory,River,Kontor Records,6,45,47
46,57,Super-Hi x Neeka,Following The Sun,Blended,4,46,57
47,46,Leony,Faded Love,Kontor Records,20,17,46
48,50,The Weeknd,Blinding Lights,Republic Records,84,1,50
49,86,Luciano feat. Lil Zey,Elmas,Urban,9,5,86
50,NA,Jazn x Jamule,Purple Rain,RCA,1,50,0
51,43,Måneskin,Zitti e buoni,RCA,7,9,43
52,48,Zoe Wees,Girls Like Us,Capitol,25,9,48
53,55,01099 - Gustav,Frisch,01099,14,36,55
54,52,The Kid Laroi,Without You,Columbia,28,13,52
55,40,BHZ,Drink ist kalt,Sony Music / BHZ,5,21,40
56,56,Tom Grennan,Little Bit Of Love,RCA,9,53,56
57,NA,Luciano [DE],Kids From The Block,Urban,12,3,0
58,93,Luciano [DE],Drilla,Urban,6,8,93
59,68,Tinlicker & Helsloot,Because You Move Me,Kontor Records,3,59,68
60,44,Cro feat. Capital Bra,Blessed,Urban,10,2,44
61,45,Doja Cat feat. SZA,Kiss Me More,RCA,13,31,45
62,42,Beatzarre & Djorkaeff / Lea x Capital Bra,Sommer,Urban,5,3,42
63,72,HBz,King Kong,Virgin Records,4,63,72
