current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,Gayle,abcdefu,Atlantic,9,1,1
2,NA,Gzuz / Bonez MC,Wenn ich will,187 Strassenbande,1,2,0
3,2,Pajel,10von10,Epic / DOPE,21,2,2
4,4,Ed Sheeran,Shivers,Atlantic,18,1,4
5,6,Glass Animals,Heat Waves,Polydor,37,2,6
6,5,Elton John & Dua Lipa,Cold Heart,EMI,21,3,5
7,10,Sido,Mit Dir,Urban,8,4,10
8,3,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,11,3,3
9,11,Lost Frequencies / Calum Scott,Where Are You Now,RCA,22,5,11
10,7,The Kid Laroi / Justin Bieber,Stay,Columbia,27,1,7
11,17,Imagine Dragons x JID,Enemy,Interscope,11,11,17
12,15,Kummer feat. Fred Rabe,Der letzte Song,Eklat Tonträger,9,1,15
13,14,Farruko,Pepas,Epic,19,11,14
14,18,Montez,Auf & ab,Universal Domestic Vertigo,24,1,18
15,8,Ed Sheeran,Bad Habits,Atlantic,29,1,8
16,9,Shouse,Love Tonight,Hell Beach,30,4,9
17,22,Tiësto & Ava Max,The Motto,Atlantic,10,17,22
18,13,Ufo361 & Pashanim,Allein allein,Urban,3,13,13
19,NA,Selmon & Bausa,Molly,Diggiduwaist,1,19,0
20,19,Adele,Easy On Me,Columbia,13,1,19
21,21,Jason Derulo,Acapulco,Atlantic,16,19,21
22,28,Jaymes Young,Infinity,Atlantic,13,22,28
23,16,Nathan Evans,Wellerman,Polydor,51,1,16
24,NA,Alligatoah,Nachbeben,Trailerpark,1,24,0
25,25,Lil Nas X & Jack Harlow,Industry Baby,Columbia,25,9,25
26,NA,Reezy,Loyalty Over Love,Four Music / TwoSides,1,26,0
27,NA,The Weeknd,Sacrifice,XO,1,27,0
28,30,Gzuz,Späti,187 Strassenbande,13,4,30
29,50,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,10,14,50
30,24,Samra & Lune,Pourquoi,Cataleya Edition,2,24,24
31,32,Coldplay x BTS,My Universe,Parlophone Label Group,16,13,32
32,27,ART [DE],Rubinroter Wein,23HOURS,4,27,27
33,29,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,20,20,29
34,23,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,35,1,23
35,31,Pashanim,Paris Freestyle,Urban,12,3,31
36,39,Lil Nas X,Thats What I Want,Columbia,16,18,39
37,34,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,18,6,34
38,99,The Weeknd,Take My Breath,Republic Records,17,18,99
39,52,Glockenbach x ClockClock,Brooklyn,Wefor,2,39,52
40,36,Tinlicker & Helsloot,Because You Move Me,Kontor Records,29,14,36
41,33,The Weeknd,Save Your Tears,Republic Records,51,5,33
42,26,The Weeknd,Blinding Lights,Republic Records,110,1,26
43,56,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,3,43,56
44,43,Purple Disco Machine feat. Eyelar,Dopamine,Columbia,13,34,43
45,20,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,47,3,20
46,42,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,24,1,42
47,NA,Kollegah,Bossmode,Alpha Music Empire,1,47,0
48,94,Kool Savas x Alies,King,Sony Music / Essah Media GmbH,3,48,94
49,44,Milky Chance,Colorado,Muggelig Records GmbH,24,28,44
50,54,BoyWithUke,Toxic,BoyWithUke,10,29,54
51,NA,Kurdo feat. Capo,Awimbawe,Almaz GmbH,1,51,0
52,48,Pashanim,Sommergewitter,Urban,28,1,48
53,60,ART [DE],Belgisches Viertel,23HOURS,19,13,60
54,59,Shawn Mendes,It'll Be Okay,Island,2,54,59
55,38,Måneskin,Beggin',RCA,30,1,38
56,45,Jazeek,Blunt für dich,Good Kid Records/VENTURA Records,4,45,45
57,72,Tom Odell,Another Love,Columbia,101,11,72
58,37,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,20,20,37
59,77,Alle Farben feat. Kiddo,Alright,Warner Music Germany,4,59,77
60,35,atb x Topic x A7S,Your Love (9PM),Virgin Records,47,6,35
61,61,Apache 207,Kapitel IV Sport (2sad2disco),Four Music / TwoSides,6,10,61
62,62,Dua Lipa,Love Again,Urban,14,44,62
63,40,Tiësto,The Business,Atlantic,58,3,40
64,NA,Kontra K & Eldzhey,Meow,Letzte Woelfe,1,64,0
65,65,Luciano [DE],SUV,Urban,5,16,65
66,93,Ed Sheeran,Overpass Graffiti,Atlantic,8,17,93
67,66,Laurell,Habit,FFMM GmbH,20,31,66
68,64,Dardan & Nimo,B.I.B.O.,Hypnotize Entertainment,13,11,64
69,47,Ofenbach feat. Lagique,Wasted Love,Elektra,40,12,47
70,51,Apache 207,Roller,Four Music / TwoSides,119,1,51
71,89,Hava x Dardan,High,RCA,7,7,89
72,NA,Michael Patrick Kelly,Blurry Eyes,Columbia,2,72,0
73,46,Tones And I,Dance Monkey,Bad Batch Records,112,1,46
74,85,Elley Duhé,Middle Of The Night,RCA,5,74,85
75,NA,Mike Singer & Kayef,Lass mich los,Better Now Records,1,75,0
76,81,Capital Bra x Montez,Ein Jahr,Urban,7,4,81
77,NA,The Neighbourhood,Softcore,Columbia,1,77,0
78,49,Lil Nas X,Montero (Call Me By Your Name),Columbia,37,2,49
79,73,Emmy Meli,I Am Woman,RCA,2,73,73
80,78,OneRepublic,Run,Interscope,30,19,78
81,79,Doja Cat,Woman,RCA,18,18,79
82,96,RAF Camora feat. Luciano,2CB,Indipendenza,13,1,96
83,58,Zoe Wees,Girls Like Us,Capitol,39,9,58
84,69,Måneskin,I Wanna Be Your Slave,RCA,29,3,69
85,41,Joel Corry feat. MNEK,Head & Heart,Atlantic,71,4,41
86,90,Lea x Luna,Küsse wie Gift,Four Music / Treppenhaus,7,19,90
87,87,Gabry Ponte x LUM!X x Prezioso,Thunder,Spinnin' Records,2,87,87
88,57,Bausa feat. Apache 207,Madonna,Warner Music Germany,40,1,57
89,63,24kGoldn feat. Iann Dior,Mood,Columbia,64,1,63
90,NA,The Neighbourhood,Sweater Weather,Columbia,1,90,0
91,98,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,16,22,98
92,82,P!nk + Willow Sage Hart,Cover Me In Sunshine,RCA,37,7,82
93,53,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,80,2,53
94,NA,RAF Camora feat. Ahmad Amin,Vergesse nie die Street,Indipendenza,3,78,0
95,67,Dua Lipa,Levitating,Urban,34,16,67
96,80,Eddin,I ke harru,Epic,4,33,80
97,86,Justin Wellington and Small Jam,Iko Iko,Columbia / B1,31,7,86
98,76,Gzuz x Maxwell,Genau so eine,187 Strassenbande,3,30,76
99,NA,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",We Don't Talk About Bruno,Walt Disney,1,99,0
100,NA,Billie Eilish,Happier Than Ever,Interscope,18,23,0
