current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,2,Nina Chuba,Wildberry Lillet,Jive,5,1,2
2,1,Miksu / MacLoud & Makko,Nachts wach,Futura,10,1,1
3,4,David Guetta & Bebe Rexha,I'm Good (Blue),Parlophone Label Group,3,3,4
4,3,Bonez MC & RAF Camora feat. Gzuz,Taxi,187 Strassenbande,2,3,3
5,NA,Bonez MC & RAF Camora,Eine Idee,187 Strassenbande,1,5,0
6,5,DJ Robin & Schürze,Layla,Universal Domestic Polydor,18,1,5
7,6,James Hype & Miggy Dela Rosa,Ferrari,Universal Domestic Island,16,4,6
8,8,Imanbek & BYOR,Belly Dancer,Musical Freedom,21,8,8
9,7,Liaze,Paradise,Ventura Records,12,2,7
10,NA,RIN & Schmyt,Sternenstaub,GOLD LEAGUE,1,10,0
11,9,Harry Styles,As It Was,Columbia,24,1,9
12,14,Rosa Linn,Snap,Columbia,10,12,14
13,10,Luciano [DE],Beautiful Girl,Urban,20,1,10
14,12,Tom Odell,Another Love,Columbia,136,11,12
15,15,Chris Brown,Under The Influence,RCA,7,15,15
16,17,Bonez MC / RAF Camora,Sommer,187 Strassenbande,6,3,17
17,11,Kontra K feat. Sido & Leony,Follow,Letzte Woelfe,10,3,11
18,13,Southstar,Miss You,Columbia/B1,7,13,13
19,43,Bonez MC & RAF Camora,Letztes Mal,187 Strassenbande,9,2,43
20,20,OneRepublic,I Ain't Worried,Interscope,13,20,20
21,16,Die Zipfelbuben feat. DJ Cashi,Olivia,Xtreme Sound Recordings,8,2,16
22,18,Ion Miles / SiraOne / BHZ,Powerade,Sony Music / BHZ,21,2,18
23,21,Domiziana,Ohne Benzin,Four Music,17,1,21
24,19,Central Cee,Doja,Central Cee,8,19,19
25,23,Glass Animals,Heat Waves,Polydor,72,2,23
26,22,Kate Bush,Running Up That Hill,EMI,35,3,22
27,26,Topic x A7S,Kernkraft 400 (A Better Day),Virgin Records,11,26,26
28,25,Öwnboss & Sevek,Move Your Body,Musical Freedom,26,11,25
29,NA,"01099 - Gustav, Zachi",Skandalös,01099,1,29,0
30,27,Miksu / MacLoud & T-Low,Sehnsucht,Futura,28,1,27
31,31,Kamrad,I Believe,Epic,30,20,31
32,33,Ed Sheeran,Shivers,Atlantic,53,1,33
33,38,Rema,Calm Down,Mavin Records,3,33,38
34,42,Nicki Minaj,Super Freaky Girl,Republic Records,5,34,42
