current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
42,NA,Ayliva feat. Milano,Bleib,Whiteheart Records,1,42,0
43,NA,Nimo,Geh nicht,Moonboys Ent.,1,43,0
44,38,Nathan Evans,Wellerman,Polydor,62,1,38
45,37,Dove Cameron,Boyfriend,Columbia,7,26,37
46,34,Ayliva,Schmetterlinge,Whiteheart Records,3,34,34
47,20,Pietro Lombardi,Ich lass dich nicht los,Universal Domestic Polydor,2,20,20
48,42,The Weeknd,Save Your Tears,Republic Records,62,5,42
49,NA,$oho Bani & Longus Mongus,Inzidance,$OHO BANI,1,49,0
50,45,Lil Nas X & Jack Harlow,Industry Baby,Columbia,36,9,45
51,44,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,35,1,44
52,62,Jnr Choi,To The Moon,Epic,9,24,62
53,41,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,20,1,41
54,51,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,46,1,51
55,57,Pashanim,Sommergewitter,Urban,39,1,57
56,60,Tinlicker & Helsloot,Because You Move Me,Kontor Records,40,14,60
57,48,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,21,14,48
58,56,The Weeknd,Blinding Lights,Republic Records,121,1,56
59,53,Alle Farben feat. Kiddo,Alright,Warner Music Germany,15,37,53
60,82,Shouse,Won't Forget You,Hell Beach,2,60,82
61,59,Adele,Easy On Me,Columbia,24,1,59
62,83,A1 x J1 & Tion Wayne,Night Away (Dance),EMI,2,62,83
63,NA,OMG feat. Dante YN,Canim,Baklava Music,1,63,0
64,NA,ClockClock,Sorry,Wefor,1,64,0
65,70,Charlie Puth,Light Switch,Atlantic,6,65,70
66,49,Gzuz,Späti,187 Strassenbande,24,4,49
67,64,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,31,20,64
68,65,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,58,3,65
69,63,Ed Sheeran,Overpass Graffiti,Atlantic,19,17,63
70,NA,Salim Montari / The Ironix,AramSamSam,Between Worlds,1,70,0
71,75,Michael Patrick Kelly,Blurry Eyes,Columbia,13,45,75
72,NA,Jax Jones & MNEK,Where Did You Go?,Polydor,1,72,0
73,69,Art [DE],Belgisches Viertel,23HOURS,30,13,69
74,NA,Flowerboii feat. Ufo 361,Crash,flowerboii,1,74,0
75,72,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,29,6,72
76,54,Coldplay x BTS,My Universe,Parlophone Label Group,27,13,54
77,61,Pashanim,Paris Freestyle,Urban,23,3,61
78,NA,Art x Madeline Juno,Jalousien,23HOURS,1,78,0
79,88,Öwnboss & Sevek,Move Your Body,Musical Freedom,2,79,88
80,71,Eminem,Without Me,Interscope,33,1,71
81,76,AnnenMayKantereit feat. Giant Rooks,Tom's Diner,Universal Domestic Vertigo,2,76,76
82,77,Apache 207,Roller,Four Music / Two Sides,130,1,77
83,NA,Alligatoah,Fuck Rock n Roll,Trailerpark,1,83,0
84,46,Mero feat. Jamule,Rapstars,Urban,4,10,46
85,84,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,91,2,84
86,68,Machine Gun Kelly feat. Bring Me The Horizon,Maybe,Bad Boy Entertainment,2,68,68
87,74,The Neighbourhood,Softcore,Columbia,12,45,74
88,86,George Ezra,Anyone For You (Tiger Lily),Columbia,3,86,86
89,80,Kamrad,I Believe,Kamrad,6,75,80
90,47,Luciano [DE],Sweet Dreams,Urban,4,24,47
91,96,Tate McRae,She's All I Wanna Be,RCA,5,62,96
92,85,Måneskin,Beggin',RCA,41,1,85
93,78,Esther Graf / Monet192,Nie begegnet,RCA,2,78,78
94,58,187 Strassenbande,187 Allstars '22,187 Strassenbande,5,3,58
95,NA,Alligatoah & Esther Graf,Mit dir schlafen,Trailerpark,2,67,0
96,87,Endzone / TM,61 Grad,2Live Entertainment,19,25,87
97,81,Doja Cat,Woman,RCA,26,18,81
98,NA,Alligatoah,Nachbeben,Trailerpark,4,24,0
99,NA,Imagine Dragons,Bones,KIDinaKORNER,1,99,0
100,NA,Fard x PA Sports x Asche,3,Ruhrpott Elite,1,100,0
