current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,21,Gayle,abcdefu,Atlantic,8,1,21
2,NA,Pajel,10von10,Epic / DOPE,20,2,0
3,31,Acraze feat. Cherish,Do It To It,"Thrive Music, LLC",10,3,31
4,25,Ed Sheeran,Shivers,Atlantic,17,1,25
5,26,Elton John & Dua Lipa,Cold Heart,EMI,20,3,26
6,30,Glass Animals,Heat Waves,Polydor,36,2,30
7,42,The Kid Laroi / Justin Bieber,Stay,Columbia,26,1,42
8,48,Ed Sheeran,Bad Habits,Atlantic,28,1,48
9,59,Shouse,Love Tonight,Hell Beach,29,4,59
10,29,Sido,Mit Dir,Urban,7,4,29
11,41,Lost Frequencies / Calum Scott,Where Are You Now,RCA,21,5,41
12,NA,Katja Krasavice x Marwin Balsters,Narben,Katja Krasavice,1,12,0
13,23,Ufo361 & Pashanim,Allein allein,ADS THC,2,13,23
14,55,Farruko,Pepas,Epic,18,11,55
15,36,Kummer feat. Fred Rabe,Der letzte Song,Eklat Tonträger,8,1,36
16,74,Nathan Evans,Wellerman,Polydor,50,1,74
17,56,Imagine Dragons x JID,Enemy,KIDinaKORNER,10,17,56
18,53,Montez,Auf & ab,Universal Domestic Vertigo,23,1,53
19,51,Adele,Easy On Me,Columbia,12,1,51
20,NA,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,46,3,0
21,78,Jason Derulo,Acapulco,Atlantic,15,19,78
22,73,Tiësto & Ava Max,The Motto,Atlantic,9,22,73
23,97,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,34,1,97
24,NA,Samra & Lune,Pourquoi,Cataleya Edition,1,24,0
25,86,Lil Nas X & Jack Harlow,Industry Baby,Columbia,24,9,86
26,NA,The Weeknd,Blinding Lights,Republic Records,109,1,0
27,64,ART [DE],Rubinroter Wein,23HOURS,3,27,64
28,90,Jaymes Young,Infinity,Atlantic,12,28,90
29,99,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,19,20,99
30,84,Gzuz,Späti,187 Strassenbande,12,4,84
31,82,Pashanim,Paris Freestyle,Urban,11,3,82
32,87,Coldplay x BTS,My Universe,Parlophone Label Group,15,13,87
33,NA,The Weeknd,Save Your Tears,Republic Records,50,5,0
34,94,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,17,6,94
35,NA,atb x Topic x A7S,Your Love (9PM),Virgin Records,46,6,0
36,NA,Tinlicker & Helsloot,Because You Move Me,Kontor Records,28,14,0
37,NA,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,19,20,0
38,NA,Måneskin,Beggin',RCA,29,1,0
39,NA,Lil Nas X,Thats What I Want,Columbia,15,18,0
40,NA,Tiësto,The Business,Atlantic,57,3,0
41,NA,Joel Corry feat. MNEK,Head & Heart,Atlantic,70,4,0
42,NA,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,23,1,0
43,NA,Purple Disco Machine feat. Eyelar,Dopamine,Columbia,12,34,0
44,NA,Milky Chance,Colorado,Muggelig Records GmbH,23,28,0
45,80,Jazeek,Blunt für dich,Good Kid Records/VENTURA Records,3,45,80
46,NA,Tones And I,Dance Monkey,Bad Batch Records,111,1,0
47,NA,Ofenbach feat. Lagique,Wasted Love,Elektra,39,12,0
48,NA,Pashanim,Sommergewitter,Urban,27,1,0
