current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,DJ Robin & Schürze,Layla,Universal Domestic Polydor,11,1,1
2,3,Liaze,Paradise,Ventura Records,5,2,3
3,4,Luciano [DE],Beautiful Girl,Urban,13,1,4
4,5,Kontra K feat. Sido & Leony,Follow,Letzte Woelfe,3,3,5
5,6,Domiziana,Ohne Benzin,Four Music,10,1,6
6,10,James Hype & Miggy Dela Rosa,Ferrari,Universal Domestic Island,9,6,10
7,NA,Die Zipfelbuben,Olivia,Xtreme Sound Recordings,1,7,0
8,2,Bonez MC & RAF Camora,Letztes Mal,187 Strassenbande,2,2,2
9,12,Harry Styles,As It Was,Columbia,17,1,12
10,7,Julian Sommer,Dicht im Flieger,Electrola,17,7,7
11,11,Kate Bush,Running Up That Hill,EMI,28,3,11
12,15,Miksu / MacLoud & Makko,Nachts wach,Futura,3,12,15
13,8,Pashanim,Kleiner Prinz,Urban,3,4,8
14,13,Ion Miles / SiraOne / BHZ,Powerade,Sony Music / BHZ,14,2,13
15,14,Theo Junior,Ups & Downs,Theo Junior,2,14,14
16,NA,Ary x Liaze,Ticket nach Ketama,Good Kid Records/VENTURA Records,1,16,0
17,NA,PA Sports,Heaven,Life Is Pain,1,17,0
18,9,RIN,Commitment Issues,GOLD LEAGUE,2,9,9
19,NA,Dhurata Dora feat. Luciano,Adrenalina,Epic / Ilir Balija,1,19,0
20,24,Rosa Linn,Snap,Nvak Collective,3,20,24
21,17,Imanbek & BYOR,Belly Dancer,Musical Freedom,14,15,17
22,18,T-Low & Miksu / Macloud,We Made It,Spinnup,14,1,18
23,16,Miksu / MacLoud & T-Low,Sehnsucht,Futura,21,1,16
24,21,Glass Animals,Heat Waves,Polydor,65,2,21
25,23,Öwnboss & Sevek,Move Your Body,Musical Freedom,19,11,23
26,22,Farruko,Pepas,Epic,47,11,22
27,29,Kamrad,I Believe,Epic,23,20,29
