current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,Gayle,abcdefu,Atlantic,16,1,1
2,2,Glass Animals,Heat Waves,Polydor,44,2,2
3,NA,187 Strassenbande,187 Allstars '22,187 Strassenbande,1,3,0
4,4,Civo,Weg von mir,Good Kid Records/VENTURA Records,5,4,4
5,5,Imagine Dragons x JID,Enemy,Interscope,18,4,5
6,6,Ed Sheeran,Shivers,Atlantic,25,1,6
7,10,Lost Frequencies / Calum Scott,Where Are You Now,RCA,29,5,10
8,3,1986zig,Kopf aus,Universal Domestic Polydor,5,3,3
9,9,Elton John & Dua Lipa,Cold Heart,EMI,28,3,9
10,7,Ed Sheeran,Bad Habits,Atlantic,36,1,7
11,17,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,18,3,17
12,12,Tiësto & Ava Max,The Motto,Atlantic,17,10,12
13,11,Sido,Mit Dir,Urban,15,3,11
14,13,Luude feat. Colin Hay,Down Under,Sweat It Out,7,9,13
15,NA,SDP x Montez,Wie viele Lieder muss ich noch schreiben?,Nur Musik ist schöner,1,15,0
16,15,Jaymes Young,Infinity,Atlantic,20,15,15
17,16,The Kid Laroi / Justin Bieber,Stay,Columbia,34,1,16
18,14,Lil Nas X,Thats What I Want,Columbia,23,11,14
19,19,Farruko,Pepas,Epic,26,11,19
20,21,Fourty & Mathea,Wenn Du mich vermisst,Life Is Pain,3,18,21
21,22,Montez,Auf & ab,Universal Domestic Vertigo,31,1,22
22,NA,Capital Bra x RAF Camora,Auf die Feinde,Urban,1,22,0
23,18,Pajel,10von10,Epic / DOPE,28,2,18
24,23,Jason Derulo,Acapulco,Atlantic,23,18,23
25,40,Leony,Remedy,Kontor Records,3,25,40
26,27,Glockenbach x ClockClock,Brooklyn,Wefor,9,26,27
27,29,Shouse,Love Tonight,Hell Beach,37,4,29
28,30,Dove Cameron,Boyfriend,Columbia,3,28,30
29,20,Katja Krasavice,Onlyfans,Katja Krasavice,3,2,20
30,32,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,16,1,32
31,35,Nathan Evans,Wellerman,Polydor,58,1,35
32,NA,Lune,Du wirst es nie verstehen.,Lune,1,32,0
33,NA,Nimo,Down,Moonboys Ent.,1,33,0
34,36,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,10,28,36
35,34,Jnr Choi,To The Moon,Epic,5,24,34
36,37,Adele,Easy On Me,Columbia,20,1,37
37,39,Lil Nas X & Jack Harlow,Industry Baby,Columbia,32,9,39
38,44,Alvaro Soler / Ray Dalton,Manila,Epic,4,38,44
39,NA,Bozza feat. Sido & Gini,Allein,Def Jam Germany,1,39,0
40,NA,Jamule,Offday,Life Is Pain,1,40,0
41,54,Tom Odell,Another Love,Columbia,108,11,54
42,47,The Weeknd,Save Your Tears,Republic Records,58,5,47
43,49,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,42,1,49
44,46,Art [DE],Belgisches Viertel,23HOURS,26,13,46
45,8,The Cratez / RAF Camora / Ufo 361,Tageslicht,GOLD LEAGUE,2,8,8
46,42,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,17,14,42
47,45,Pashanim,Paris Freestyle,Urban,19,3,45
48,51,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,31,1,51
49,NA,Dante YN,Und ich rauch,Epic,1,49,0
50,72,Purple Disco Machine + Sophie And The Giants,In The Dark,Columbia,3,50,72
51,43,Alle Farben feat. Kiddo,Alright,Warner Music Germany,11,37,43
52,50,Gzuz,Späti,187 Strassenbande,20,4,50
53,41,Eminem,Without Me,Interscope,29,1,41
54,NA,Samra x Anonym x Bojan,When I Die,Cataleya Edition,1,54,0
55,58,The Weeknd,Blinding Lights,Republic Records,117,1,58
56,NA,Luna [DE],Hausflur,Four Music / Treppenhaus,1,56,0
57,55,Tinlicker & Helsloot,Because You Move Me,Kontor Records,36,14,55
58,61,Elley Duhé,Middle Of The Night,RCA,12,58,61
59,59,Pashanim,Sommergewitter,Urban,35,1,59
60,52,Coldplay x BTS,My Universe,Parlophone Label Group,23,13,52
61,25,Pajel feat. O.G.,Nie verstehen,Epic / DOPE,2,25,25
62,57,Michael Patrick Kelly,Blurry Eyes,Columbia,9,45,57
63,63,The Neighbourhood,Softcore,Columbia,8,45,63
64,31,Vanessa Mai / Art,Melatonin,Ariola,2,31,31
65,62,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,27,20,62
66,69,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,25,6,69
67,68,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,54,3,68
68,38,Dr. Dre feat. Snoop Dogg,Still D.R.E.,Universal,3,38,38
69,NA,01099 - Miksu / MacLoud,2000er,01099,1,69,0
70,79,Frank Ocean,Lost,Island,8,70,79
71,65,Purple Disco Machine feat. Eyelar,Dopamine,Columbia,20,34,65
72,75,Topic x Robin Schulz x Nico Santos x Paul van Dyk,In Your Arms (For An Angel),Virgin Records,5,36,75
73,71,BoyWithUke,Toxic,BoyWithUke,17,29,71
74,73,Ed Sheeran,Overpass Graffiti,Atlantic,15,17,73
75,60,Kool Savas x Alies,King,Sony Music / Essah Media GmbH,10,27,60
76,24,Jamule,Bilder,Life Is Pain,2,24,24
77,82,Apache 207,Roller,Four Music / Two Sides,126,1,82
78,56,Eminem,Lose Yourself,Interscope,32,2,56
79,67,Yung Lean,Ginseng strip 2002,Year0001,5,36,67
80,80,Måneskin,Beggin',RCA,37,1,80
81,83,Tones And I,Dance Monkey,Bad Batch Records,119,1,83
82,81,Milky Chance,Colorado,Muggelig Records GmbH,31,28,81
83,70,Gunna & Future feat. Young Thug,Pushin P,300 Entertainment,6,34,70
84,NA,AK Ausserkontrolle,In Kauf,XY Records,1,84,0
85,85,Tiësto,The Business,Atlantic,65,3,85
86,NA,Cat Burns,Go,RCA,1,86,0
87,86,Gabry Ponte x LUM!X x Prezioso,Thunder,Spinnin' Records,9,79,86
88,90,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,87,2,90
89,94,Endzone / TM,61 Grad,2Live Entertainment,15,25,94
