current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
73,70,OneRepublic,Sunshine,Interscope,10,63,70
74,NA,Nicky Youre & Dazy,Sunroof,Columbia,1,74,0
75,65,Rammstein,Zeit,Rammstein,15,1,65
76,81,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,58,1,81
77,NA,Capo,Schwarze Rosen,Capo Distribution,1,77,0
78,NA,OneRepublic,I Ain't Worried,Interscope,1,78,0
79,85,Lady Gaga,Hold My Hand,Interscope,5,79,85
80,78,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,26,28,78
81,73,SDP feat. 257ers,Scheiße baut sich nicht von alleine,Nur Musik ist schöner,8,52,73
82,91,The Weeknd,Blinding Lights,Republic Records,133,1,91
83,NA,Cro,Traum,BMG,50,1,0
84,100,"01099 - Gustav, Zachi",Durstlöscher,01099,28,17,100
85,86,Pajel,10von10,Epic / DOPE,44,2,86
86,NA,Ikke Hüftgold,Ich schwanke noch,Summerfield Records,1,86,0
87,92,Tinlicker & Helsloot,Because You Move Me,Kontor Records,52,14,92
88,93,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,102,2,93
89,94,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,70,3,94
90,90,Sido,Mit Dir,Urban,31,3,90
91,84,A1 x J1 & Tion Wayne,Night Away (Dance),EMI,14,46,84
92,89,1986zig,Kopf aus,Good Kid Records/VENTURA Records,21,3,89
93,96,Lil Nas X & Jack Harlow,Industry Baby,Columbia,48,9,96
94,69,Rammstein,Zick zack,Rammstein,11,1,69
95,98,Apache 207,Roller,Four Music / Two Sides,142,1,98
96,97,Culcha Candela,Monsta,Urban,61,3,97
97,NA,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,30,1,0
98,87,Post Malone feat. Doja Cat,I Like You (A Happier Song),Republic Records,3,59,87
99,NA,Ava Max,Maybe You're The Problem,Atlantic,1,99,0
100,NA,Cro,Easy,BMG,50,2,0
