current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,NA,Rammstein,Zick zack,Rammstein,1,1,0
2,NA,Jack Harlow,First Class,Generation Now/Atlantic,1,2,0
3,2,Harry Styles,As It Was,Columbia,2,2,2
4,1,Miksu / MacLoud & T-Low,Sehnsucht,Futura,6,1,1
5,3,Glass Animals,Heat Waves,Polydor,50,2,3
6,6,Leony,Remedy,Kontor Records,9,5,6
7,4,Gayle,abcdefu,Atlantic,22,1,4
8,7,Lost Frequencies / Calum Scott,Where Are You Now,RCA,35,5,7
9,5,Civo,Weg von mir,Good Kid Records/VENTURA Records,11,4,5
10,8,Imagine Dragons x JID,Enemy,Interscope,24,4,8
11,11,Jaymes Young,Infinity,Atlantic,26,11,11
12,9,Elton John & Dua Lipa,Cold Heart,EMI,34,3,9
13,13,Tiësto & Ava Max,The Motto,Atlantic,23,10,13
14,12,Purple Disco Machine + Sophie And The Giants,In The Dark,Columbia,9,12,12
15,14,Farruko,Pepas,Epic,32,11,14
16,10,Ed Sheeran,Shivers,Atlantic,31,1,10
17,24,Camila Cabello feat. Ed Sheeran,Bam Bam,Epic,6,17,24
18,17,Ed Sheeran,Bad Habits,Atlantic,42,1,17
19,18,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,24,3,18
20,16,The Kid Laroi / Justin Bieber,Stay,Columbia,40,1,16
21,21,Luude feat. Colin Hay,Down Under,Sweat It Out,13,9,21
22,19,Tom Odell,Another Love,Columbia,114,11,19
23,30,Lil Nas X,Thats What I Want,Columbia,29,11,30
24,28,Montez,Auf & ab,Universal Domestic Vertigo,37,1,28
25,32,Shouse,Love Tonight,Hell Beach,43,4,32
26,29,Jason Derulo,Acapulco,Atlantic,29,18,29
27,23,Sido,Mit Dir,Urban,21,3,23
28,22,Lil Tjay,In My Head,Columbia,2,22,22
29,NA,LX x Gzuz,GMO,187 Strassenbande,1,29,0
30,45,ClockClock,Sorry,Wefor,3,30,45
31,NA,Electric Callboy feat. FiNCH,Spaceman,Century Media,1,31,0
32,27,1986zig,Kopf aus,Universal Domestic Polydor,11,3,27
33,NA,Cro feat. Miksu / Macloud,Crobot,Urban,1,33,0
34,34,Elley Duhé,Middle Of The Night,RCA,18,34,34
35,33,Alvaro Soler / Ray Dalton,Manila,Epic,10,29,33
36,54,Rammstein,Zeit,Rammstein,5,1,54
37,68,Öwnboss & Sevek,Move Your Body,Musical Freedom,4,37,68
38,NA,Monet192,Champions Club,Warner Music Germany,1,38,0
39,39,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,16,28,39
40,43,Nathan Evans,Wellerman,Polydor,64,1,43
41,38,01099 - Cro,Glücklich,01099,3,16,38
42,51,Jax Jones & MNEK,Where Did You Go?,Polydor,3,42,51
43,42,Pajel,10von10,Epic / DOPE,34,2,42
44,47,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,37,1,47
45,36,Demi Lovato,Cool For The Summer,Universal,4,33,36
46,50,Lil Nas X & Jack Harlow,Industry Baby,Columbia,38,9,50
47,35,SDP x Montez,Wie viele Lieder muss ich noch schreiben?,Nur Musik ist schöner,7,15,35
48,49,The Weeknd,Save Your Tears,Republic Records,64,5,49
49,52,Shouse,Won't Forget You,Hell Beach,4,49,52
50,46,Dove Cameron,Boyfriend,Columbia,9,26,46
51,44,Fourty & Mathea,Wenn Du mich vermisst,Life Is Pain,9,18,44
52,20,Kraftklub,Ein Song reicht,Universal Domestic Vertigo,2,20,20
53,53,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,48,1,53
54,48,Glockenbach x ClockClock,Brooklyn,Wefor,15,26,48
55,59,Silva,Jumper,Ghettosuperstars,2,55,59
56,37,Shawn Mendes,When You're Gone,Shawn Mendes LP4-5 PS,2,37,37
57,41,Chapo102 & 102 Boyz,Missed Calls,Jinx Music,3,30,41
58,61,The Weeknd,Blinding Lights,Republic Records,123,1,61
59,15,twenty4tim,Bling Bling,Biddz Records,2,15,15
60,57,A1 x J1 & Tion Wayne,Night Away (Dance),EMI,4,57,57
61,72,Topic x Robin Schulz x Nico Santos x Paul van Dyk,In Your Arms (For An Angel),Virgin Records,10,36,72
62,55,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,22,1,55
63,66,Gzuz,Späti,187 Strassenbande,26,4,66
64,62,Charlie Puth,Light Switch,Atlantic,8,62,62
65,63,Tinlicker & Helsloot,Because You Move Me,Kontor Records,42,14,63
66,81,Tate McRae,She's All I Wanna Be,RCA,7,62,81
67,85,Kamrad,I Believe,Kamrad,8,67,85
68,65,Pashanim,Sommergewitter,Urban,41,1,65
69,NA,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,Parlophone Label Group,1,69,0
70,64,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,23,14,64
71,76,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,60,3,76
72,71,Alle Farben feat. Kiddo,Alright,Warner Music Germany,17,37,71
73,77,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,33,20,77
74,83,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,93,2,83
75,58,Ayliva feat. Milano,Bleib,Whiteheart Records,3,42,58
76,82,Apache 207,Roller,Four Music / Two Sides,132,1,82
77,79,Coldplay x BTS,My Universe,Parlophone Label Group,29,13,79
78,67,Adele,Easy On Me,Columbia,26,1,67
79,NA,Paula Hartmann / Casper,Kein Happy End,Himbeertoni,1,79,0
80,86,Eminem,Without Me,Interscope,35,1,86
81,87,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,31,6,87
82,78,AnnenMayKantereit feat. Giant Rooks,Tom's Diner,Universal Domestic Vertigo,4,76,78
83,75,Ed Sheeran,Overpass Graffiti,Atlantic,21,17,75
84,91,Julian Sommer,Dicht im Flieger,Electrola,2,84,91
85,94,Måneskin,Beggin',RCA,43,1,94
86,31,O.G. x Nimo,Baradar,Epic / DOPE,2,31,31
87,99,Doja Cat,Woman,RCA,28,18,99
88,95,George Ezra,Anyone For You (Tiger Lily),Columbia,5,86,95
89,NA,Malik Harris,Rockstars,Better Now Records,2,89,0
90,89,Jnr Choi,To The Moon,Epic,11,24,89
91,80,Michael Patrick Kelly,Blurry Eyes,Columbia,15,45,80
92,NA,Fourty,Doch du fehlst,Life Is Pain,1,92,0
93,NA,Pink Floyd feat. Andriy Khlyvnyuk of Boombox,Hey Hey Rise Up,Parlophone Label Group,1,93,0
94,26,Dardan,Paris,Hypnotize Entertainment,2,26,26
95,98,Endzone / TM,61 Grad,2Live Entertainment,21,25,98
96,93,Art [DE],Belgisches Viertel,23HOURS,32,13,93
97,90,Pashanim,Paris Freestyle,Urban,25,3,90
98,97,Tones And I,Dance Monkey,Elektra,124,1,97
99,70,Ayliva,Schmetterlinge,Whiteheart Records,5,34,70
100,88,The Neighbourhood,Softcore,Columbia,14,45,88
