current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,NA,Katja Krasavice,Pussy Power,Katja Krasavice,1,1,0
2,2,The Kid Laroi / Justin Bieber,Stay,Columbia,11,1,2
3,3,Ed Sheeran,Bad Habits,Atlantic,13,1,3
4,8,Glass Animals,Heat Waves,Polydor,21,4,8
5,6,Montez,Auf & ab,Universal Domestic Vertigo,8,1,6
6,1,RAF Camora feat. Luciano,2CB,Indipendenza,2,1,1
7,7,Shouse,Love Tonight,Hell Beach,14,4,7
8,5,Pajel,10von10,Epic / DOPE,6,5,5
9,11,Lost Frequencies / Calum Scott,Where Are You Now,RCA,6,9,11
10,9,Ed Sheeran,Shivers,Atlantic,2,9,9
11,12,Lil Nas X & Jack Harlow,Industry Baby,Columbia,9,9,12
12,32,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,2,12,32
13,10,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,9,1,10
14,NA,KC Rebell & Gzuz,Polizei,Rebell Army,1,14,0
15,NA,Kalim feat. Haftbefehl,Ozean,Urban,1,15,0
16,13,ART,Belgisches Viertel,23HOURS,4,13,13
17,NA,AK Ausserkontrolle,Gut im Geschäft,XY Records,1,17,0
18,NA,Lil Nas X,Thats What I Want,Columbia,1,18,0
19,14,Pashanim,Sommergewitter,Urban,13,1,14
20,25,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,6,20,25
21,18,Måneskin,Beggin',RCA,16,1,18
22,19,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,19,1,19
23,23,Doja Cat,Woman,RCA,7,18,23
24,22,Tinlicker & Helsloot,Because You Move Me,Kontor Records,14,14,22
25,17,RAF Camora x Juju,Wenn du mich siehst,Indipendenza,5,2,17
26,NA,Casper,Alles war schön und nichts tat weh,Columbia / Eklat Tonträger,1,26,0
27,26,Nathan Evans,Wellerman,Polydor,35,1,26
28,NA,RIN,Apple,Division,1,28,0
29,39,Lil Nas X,Montero (Call Me By Your Name),Columbia,26,2,39
30,28,Måneskin,I Wanna Be Your Slave,RCA,18,3,28
31,35,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,5,22,35
32,29,Milky Chance,Colorado,Muggelig Records GmbH,9,29,29
33,42,Elton John & Dua Lipa,Cold Heart,EMI,5,33,42
34,30,T-Low,Crashen,Spinnup,10,27,30
35,36,Laurell,Habit,FFMM GmbH,8,31,36
