current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,DJ Robin & Schürze,Layla,Universal Domestic Polydor,7,1,1
2,2,Domiziana,Ohne Benzin,Four Music,6,1,2
3,3,Luciano [DE],Beautiful Girl,Urban,9,1,3
4,5,Harry Styles,As It Was,Columbia,13,1,5
5,6,Ion Miles / SiraOne / BHZ,Powerade,Sony Music / BHZ,10,2,6
6,4,Kate Bush,Running Up That Hill,EMI,24,3,4
7,8,Julian Sommer,Dicht im Flieger,Electrola,13,7,8
8,NA,Liaze,Paradise,Ventura Records,1,8,0
9,7,Emilio,Ausmacht,Jive,4,5,7
10,10,T-Low & Miksu / Macloud,We Made It,Spinnup,10,1,10
11,9,Miksu / MacLoud & T-Low,Sehnsucht,Futura,17,1,9
12,14,James Hype & Miggy Dela Rosa,Ferrari,Universal Domestic Island,5,12,14
13,11,Glass Animals,Heat Waves,Polydor,61,2,11
14,NA,Azet & Zuna,KMN,KMN Gang,1,14,0
15,12,Öwnboss & Sevek,Move Your Body,Musical Freedom,15,11,12
16,13,Farruko,Pepas,Epic,43,11,13
17,NA,Luciano [DE],Push It,Urban,1,17,0
18,17,Imanbek & BYOR,Belly Dancer,Musical Freedom,10,17,17
19,15,SDP feat. Clueso,Die schönsten Tage,Nur Musik ist schöner,9,13,15
20,16,Lost Frequencies / Calum Scott,Where Are You Now,RCA,46,5,16
21,18,Camila Cabello feat. Ed Sheeran,Bam Bam,Epic,17,12,18
22,26,Kamrad,I Believe,Epic,19,22,26
23,27,Benzz,Je m'appelle,Universal,7,22,27
24,19,Leony,Remedy,Kontor Records,20,5,19
25,21,Tiësto & Ava Max,The Motto,Atlantic,34,10,21
26,25,Ed Sheeran,Shivers,Atlantic,42,1,25
27,22,Elton John & Dua Lipa,Cold Heart,EMI,45,3,22
28,NA,Samra,Amin,Cataleya Edition,1,28,0
29,NA,"Farid Bang, Capital Bra & Haftbefehl",Renn renn,Farid Bang,1,29,0
30,23,Jack Harlow,First Class,Atlantic,12,2,23
31,29,Panic! At The Disco,House Of Memories,Fueled By Ramen,10,12,29
32,28,The Ironix & Nullzweizwei,Coachella,Between Worlds,5,24,28
33,NA,Montez,Wenn ich du wäre,Universal Domestic Vertigo,1,33,0
34,31,Joji,Glimpse Of Us,88rising Music,2,31,31
35,33,Ed Sheeran,Bad Habits,Atlantic,53,1,33
36,NA,HoodBlaq,Barrio,Columbia / BE.ELA.QU GmbH,1,36,0
37,30,Jax Jones & MNEK,Where Did You Go?,Polydor,14,27,30
38,36,Shouse,Love Tonight,Hell Beach,54,4,36
39,39,Tom Odell,Another Love,Columbia,125,11,39
40,32,Felix Jaehn & The Stickmen Project feat. Calum Scott,Rain In Ibiza,Virgin Records,8,32,32
41,34,Gayle,abcdefu,Atlantic,33,1,34
42,NA,Beyoncé,Break My Soul,Columbia,1,42,0
43,43,Civo,Weg von mir,Good Kid Records/VENTURA Records,22,4,43
44,35,Alvaro Soler / Ray Dalton,Manila,Epic,21,23,35
45,40,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,Parlophone Label Group,12,40,40
46,46,Purple Disco Machine + Sophie And The Giants,In The Dark,Columbia,20,12,46
47,37,ClockClock,Sorry,Wefor,14,18,37
48,44,Elley Duhé,Middle Of The Night,RCA,29,31,44
49,24,Cro feat. Claudia Valentina,High,Urban,2,24,24
50,41,The Kid Laroi / Justin Bieber,Stay,Columbia,51,1,41
51,49,Imagine Dragons x JID,Enemy,Interscope,35,4,49
52,38,Malik Harris,Rockstars,Better Now Records,13,8,38
53,45,Farid Bang & Capital Bra x Sanna,Beretta,Banger Musik,4,10,45
54,47,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,35,3,47
55,48,Jason Derulo,Acapulco,Atlantic,40,18,48
56,57,Pashanim,Sommergewitter,Urban,52,1,57
