current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,NA,Katja Krasavice x Leony,Raindrops,Katja Krasavice,1,1,0
2,2,Ed Sheeran,Shivers,Atlantic,9,1,2
3,4,Elton John & Dua Lipa,Cold Heart,EMI,12,3,4
4,6,Glass Animals,Heat Waves,Polydor,28,2,6
5,9,Lost Frequencies / Calum Scott,Where Are You Now,RCA,13,5,9
6,3,Pashanim,Paris Freestyle,Urban,3,3,3
7,7,Adele,Easy On Me,Columbia,4,1,7
8,5,Ed Sheeran,Bad Habits,Atlantic,20,1,5
9,10,The Kid Laroi / Justin Bieber,Stay,Columbia,18,1,10
10,NA,KC Rebell feat. RAF Camora,Gelebt,Rebell Army,1,10,0
11,13,Dardan & Nimo,B.I.B.O.,Hypnotize Entertainment,5,11,13
12,14,Farruko,Pepas,Epic,10,11,14
13,NA,Apache 207,Kapitel III Thunfisch & Weinbrand (2sad2disco),Four Music / TwoSides,1,13,0
14,11,Shouse,Love Tonight,Hell Beach,21,4,11
15,12,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,9,6,12
16,1,"Shirin David, Kitty Kat",Be A Hoe/Break A Hoe,Universal Domestic Vertigo,2,1,1
17,16,Montez,Auf & ab,Universal Domestic Vertigo,15,1,16
18,8,Kalim feat. Luciano,Bleib' über Nacht,Urban,2,8,8
19,NA,Lea x Luna,Küsse wie Gift,Four Music / Treppenhaus,1,19,0
20,45,Acraze feat. Cherish,Do It To It,"Thrive Music, LLC",2,20,45
21,NA,Samra,Canada Goose,Cataleya Edition,1,21,0
22,24,Jason Derulo,Acapulco,Atlantic,7,21,24
23,87,Helene Fischer,Null auf 100,Universal Domestic Polydor,4,23,87
24,NA,Broilers,Grauer Schnee,Skull & Palms Recordings,1,24,0
25,20,Lil Nas X & Jack Harlow,Industry Baby,Columbia,16,9,20
26,21,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,11,20,21
27,19,Gzuz,Späti,187 Strassenbande,4,4,19
28,NA,ABBA,Don't Shut Me Down,Universal,5,5,0
29,26,Tinlicker & Helsloot,Because You Move Me,Kontor Records,21,14,26
30,22,Lisa [KR],Money,YG Entertainment,6,14,22
31,23,Pajel,10von10,Epic / DOPE,13,5,23
32,30,Milky Chance,Colorado,Muggelig Records GmbH,16,28,30
33,27,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,16,1,27
34,15,Cro,Dein Song,Urban,2,15,15
35,NA,Travis Scott,ESCAPE PLAN,Epic,1,35,0
36,32,Coldplay x BTS,My Universe,Parlophone Label Group,7,13,32
37,NA,ABBA,I Still Have Faith In You,Polydor,4,3,0
38,17,Ed Sheeran,Overpass Graffiti,Warner Music International,2,17,17
39,31,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,26,1,31
40,25,ART [DE],Belgisches Viertel,23HOURS,11,13,25
41,28,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,13,20,28
42,41,Purple Disco Machine feat. Eyelar,Dopamine,Columbia,5,41,41
43,33,Lil Nas X,Thats What I Want,Columbia,8,18,33
44,29,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,3,14,29
45,NA,Post Malone & The Weeknd,One Right Now,Republic Records,1,45,0
46,34,Pashanim,Sommergewitter,Urban,20,1,34
47,35,Nathan Evans,Wellerman,Polydor,42,1,35
48,37,RAF Camora feat. Luciano,2CB,Indipendenza,9,1,37
49,65,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,12,22,65
50,72,BoyWithUke,Toxic,BoyWithUke,2,50,72
51,48,Dua Lipa,Love Again,Urban,9,44,48
52,36,RAF Camora,Guapa,Indipendenza,5,8,36
53,42,Måneskin,Beggin',RCA,23,1,42
54,38,Kid Kapri & Florida Juicy,Mosaik,Recordjet,5,19,38
55,NA,ABBA,Just A Notion,Universal,2,36,0
56,56,The Weeknd,Save Your Tears,Republic Records,43,5,56
57,40,Vanessa Mai / Sido,Happy End,Ariola,4,12,40
58,47,Doja Cat,Woman,RCA,14,18,47
59,50,Laurell,Habit,FFMM GmbH,15,31,50
60,NA,Travis Scott,MAFIA,Epic,1,60,0
61,46,Samra x Topic42 feat. Arash,Ich bin weg (Boro boro),Cataleya Edition,7,9,46
62,54,The Weeknd,Blinding Lights,Republic Records,102,1,54
63,51,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,39,3,51
64,NA,Tiësto & Ava Max,The Motto,Atlantic,1,64,0
