current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,18,Mariah Carey,All I Want For Christmas Is You,Sony Music,79,1,18
2,19,Wham!,Last Christmas,Sony Music,150,2,19
3,7,Gayle,abcdefu,Atlantic,3,3,7
4,3,Acraze feat. Cherish,Do It To It,"Thrive Music, LLC",5,3,3
5,11,Kummer feat. Fred Rabe,Der letzte Song,Eklat Tonträger,3,1,11
6,2,Ed Sheeran,Shivers,Atlantic,12,1,2
7,6,Elton John & Dua Lipa,Cold Heart,EMI,15,3,6
8,5,Sido,Mit Dir,Urban,2,5,5
9,58,Melanie Thornton,Wonderful Dream (Holidays Are Coming),Universal Domestic Polydor,125,3,58
10,NA,Apache 207,Kapitel IV Sport (2sad2disco),Four Music / Treppenhaus,1,10,0
11,NA,Die Ärzte,Kraft,Hot Action Records,1,11,0
12,1,Adele,Easy On Me,Columbia,7,1,1
13,45,Shakin' Stevens,Merry Christmas Everyone,Epic,24,4,45
14,54,Chris Rea,Driving Home For Christmas,Warner Music International,66,3,54
15,8,Glass Animals,Heat Waves,Polydor,31,2,8
16,53,Michael Bublé,It's Beginning To Look A Lot Like Christmas,Reprise Records,23,6,53
17,9,Lost Frequencies / Calum Scott,Where Are You Now,RCA,16,5,9
18,NA,Samra,Schockstarre,Cataleya Edition,1,18,0
19,10,The Kid Laroi / Justin Bieber,Stay,Columbia,21,1,10
20,65,Ariana Grande,Santa Tell Me,Universal,21,10,65
21,12,Farruko,Pepas,Epic,13,11,12
22,13,Ed Sheeran,Bad Habits,Atlantic,23,1,13
23,4,Capital Bra x Montez,Ein Jahr,Urban,2,4,4
24,76,Kelly Clarkson,Underneath The Tree,RCA,17,13,76
25,15,Pashanim,Paris Freestyle,Urban,6,3,15
26,88,Paul McCartney,Wonderful Christmastime,Capitol,20,8,88
27,NA,KC Rebell,Teil von mir,Rebell Army,1,27,0
28,79,Rolf Zuckowski und seine Freunde,In der Weihnachtsbäckerei,Musik für Dich,22,20,79
29,82,Justin Bieber,Mistletoe,Island,20,19,82
30,NA,John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,33,6,0
31,16,Shouse,Love Tonight,Hell Beach,24,4,16
32,97,Bobby Helms,Jingle Bell Rock,K-Tel,16,15,97
33,99,Brenda Lee,Rockin' Around The Christmas Tree,Universal,16,12,99
34,NA,José Feliciano,Feliz Navidad,RCA,50,15,0
35,NA,The Kelly Family,One More Happy Christmas,Airforce1,1,35,0
36,NA,Queen,Thank God It's Christmas,Universal,24,8,0
37,30,Imagine Dragons x JID,Enemy,KIDinaKORNER,5,30,30
38,25,Montez,Auf & ab,Universal Domestic Vertigo,18,1,25
39,92,Sia,Snowman,Monkey Puzzle Records Inc.,6,20,92
40,NA,Band Aid,Do They Know It's Christmas?,Mercury,54,1,0
41,17,Hava x Dardan,High,RCA,3,7,17
42,22,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,12,6,22
43,NA,Mero,Double Cup,Urban,1,43,0
44,20,Dardan & Nimo,B.I.B.O.,Hypnotize Entertainment,8,11,20
45,NA,Bryan Adams,Christmas Time,Universal,18,14,0
46,28,Jason Derulo,Acapulco,Atlantic,10,19,28
47,29,Lil Nas X & Jack Harlow,Industry Baby,Columbia,19,9,29
48,NA,Die Sacknähte feat. Ikke Hüftgold,Unten kommt die Gurke rein,Summerfield Records,1,48,0
49,36,Coldplay x BTS,My Universe,Parlophone Label Group,10,13,36
50,NA,Farid Bang,Bitte Spitte X,Farid Bang,1,50,0
51,NA,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Capitol,12,21,0
52,NA,Michael Bublé,Holly Jolly Christmas,Reprise Records,8,31,0
53,NA,Pentatonix,Hallelujah,RCA,29,4,0
54,32,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,14,20,32
55,27,Mario Novembre,Lautlos,Green Elephant Records,3,15,27
56,34,BoyWithUke,Toxic,BoyWithUke,5,29,34
57,43,Lil Nas X,Thats What I Want,Columbia,11,18,43
58,37,Tinlicker & Helsloot,Because You Move Me,Kontor Records,24,14,37
59,35,Purple Disco Machine feat. Eyelar,Dopamine,Columbia,8,34,35
60,NA,Bushido feat. Aaliyah,Familie,Ersguterjunge,1,60,0
61,40,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,19,1,40
62,44,Gzuz,Späti,187 Strassenbande,7,4,44
63,NA,Kylie Minogue,Santa Baby,Parlophone Label Group,7,23,0
64,NA,Britney Spears,My Only Wish (This Year),Sony Music,16,29,0
65,38,Milky Chance,Colorado,Muggelig Records GmbH,19,28,38
66,50,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,29,1,50
67,51,Nathan Evans,Wellerman,Polydor,45,1,51
68,NA,"Natalie Cole, Nat ""King"" Cole & The London Symphony Orchestra",The Christmas Song (Chestnuts Roasting On An Open Fire),Capitol,2,50,0
69,NA,Coldplay,Christmas Lights,Parlophone Label Group,17,26,0
70,NA,Dean Martin,Rudolph The Red Nosed Reindeer,Capitol,10,30,0
71,41,Lea x Luna,Küsse wie Gift,Four Music / Treppenhaus,4,19,41
72,48,Pajel,10von10,Epic / DOPE,16,5,48
73,21,Jamule,Violett,Life Is Pain,2,21,21
74,NA,Andy Williams,It's The Most Wonderful Time Of The Year,Sony Music,11,22,0
75,61,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,6,14,61
76,59,Pashanim,Sommergewitter,Urban,23,1,59
77,26,Shirin David / Kitty Kat,Be A Hoe / Break A Hoe,Universal Domestic Vertigo,5,1,26
78,NA,Daryl Hall & John Oates,Jingle Bell Rock (Daryl's Version),RCA,9,30,0
79,55,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,16,20,55
80,60,The Weeknd,Save Your Tears,Republic Records,46,5,60
81,71,Tiësto & Ava Max,The Motto,Atlantic,4,64,71
82,49,Lisa [KR],Money,YG Entertainment,9,14,49
83,47,Kalim feat. Luciano,Bleib' über Nacht,Urban,5,8,47
84,24,Adele,Oh My God,Columbia,2,24,24
85,14,Shirin David & Shindy,NDA's,Juicy Money Records,2,14,14
86,52,Helene Fischer,Null auf 100,Universal Domestic Polydor,7,23,52
87,64,Måneskin,Beggin',RCA,26,1,64
88,NA,Cro & Felix Jaehn,Easy X,BMG,1,88,0
89,56,ART [DE],Belgisches Viertel,23HOURS,14,13,56
90,63,Ed Sheeran,Overpass Graffiti,Warner Music International,5,17,63
91,NA,Sarah Connor,The Best Side Of Life,X-Cell,28,4,0
92,NA,Jonas Brothers,Like It's Christmas,Republic Records,6,46,0
93,72,The Weeknd,Blinding Lights,Republic Records,105,1,72
94,62,Dua Lipa,Love Again,Urban,12,44,62
95,NA,Meghan Trainor,I'll Be Home,Epic,9,36,0
96,23,Shirin David,Schlechtes Vorbild,Juicy Money Records,3,13,23
97,NA,Elley Duhé,Middle Of The Night,RCA International,1,97,0
98,75,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,42,3,75
99,74,Laurell,Habit,FFMM GmbH,18,31,74
100,57,Taylor Swift,All Too Well,Taylor Swift Productions,3,36,57
