current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
52,40,Ed Sheeran,Bad Habits,Atlantic,65,1,40
53,65,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,36,1,65
54,42,T-Low & Miksu / Macloud,We Made It,Spinnup,22,1,42
55,41,Ghost,Mary On A Cross,Loma Vista Recordings,4,41,41
56,36,Makar,Mood,Virgin Records,5,16,36
57,48,Leony,Remedy,Kontor Records,32,5,48
58,59,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,Parlophone Label Group,24,26,59
59,54,Elton John & Dua Lipa,Cold Heart,EMI,57,3,54
60,52,Camila Cabello feat. Ed Sheeran,Bam Bam,SME - Epic,29,12,52
61,80,The Neighbourhood,Sweater Weather,SME - Columbia,11,61,80
62,70,Seafret,Atlantis,SME - Sony Music,3,62,70
63,85,Blackpink,Pink Venom,Interscope,5,32,85
64,NA,Lea x 01099,Eigentlich,SME - Sony Music / Treppenhaus Records,8,19,0
65,81,Marshmello / Khalid,Numb,SME - RCA,6,65,81
66,66,Luciano [DE],Frozen Tears,Urban,8,8,66
67,56,Purple Disco Machine + Sophie And The Giants,In The Dark,SME - Columbia,32,12,56
68,60,The Kid Laroi / Justin Bieber,Stay,SME - Columbia,63,1,60
69,63,Tiësto & Ava Max,The Motto,Atlantic,46,10,63
70,55,Benzz,Je m'appelle,Universal,19,22,55
71,58,Jason Derulo,Acapulco,Atlantic,52,18,58
72,90,Lady Gaga,Hold My Hand,Interscope,16,72,90
73,29,"01099 - Gustav, Zachi",Skandalös,01099,2,29,29
74,69,Nathan Evans,Wellerman,Polydor,87,1,69
75,72,Gayle,abcdefu,Atlantic,45,1,72
76,64,Alvaro Soler x Topic,Solo para ti,Airforce1,12,57,64
77,76,Meduza x James Carter feat. Elley Duhé + Fast Boy,Bad Memories,Virgin Records,3,76,76
78,71,Cheriimoya & Sierra Kidd,"Living Life, In The Night",Cheriimoya,7,65,71
79,61,SDP feat. Clueso,Die schönsten Tage,Nur Musik ist schöner,21,13,61
80,73,YouNotUs / Louis III,Samba,Guesstimate,6,73,73
81,53,Samra x Topic42,Kiss Me,Cataleya Edition,4,13,53
82,74,Shouse,Love Tonight,Hell Beach,66,4,74
83,67,Endzone / TM,61 Grad,2Live Entertainment,44,25,67
84,62,Julien Bam feat. Elif & Jay-C,Bunny Bars (Osterhase),vincentleemusic.com,3,62,62
85,77,Kordhell,Murder In My Mind,Kordhell,3,77,77
86,75,Ava Max,Maybe You're The Problem,Atlantic,13,65,75
87,68,Ary x Liaze,Ticket nach Ketama,Good Kid Records/VENTURA Records,9,16,68
88,NA,Milano,Du & Ich,Deux Frères Music,1,88,0
89,NA,Tom Twers,Falle für dich,Tom Twers,1,89,0
90,84,Imagine Dragons x JID,Enemy,Interscope,47,4,84
91,78,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,47,3,78
92,92,Jaymes Young,Infinity,Atlantic,49,11,92
93,82,Felix Jaehn feat. Zoe Wees,Do It Better,Virgin Records,15,69,82
94,86,Shawn Mendes,When You're Gone,Island,25,37,86
95,91,The Weeknd,Save Your Tears,Republic Records,87,5,91
96,83,Tiësto & Charli XCX,Hot In It,Atlantic,8,76,83
97,96,Southstar,We Are The People,Recordjet,2,96,96
98,97,Alvaro Soler / Ray Dalton,Manila,SME - Epic,33,23,97
99,NA,Lana Del Rey,Summertime Sadness,Universal Domestic Vertigo,36,4,0
100,95,Imagine Dragons,Bones,Interscope,4,92,95
