current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,Gayle,abcdefu,Atlantic,14,1,1
2,0,Katja Krasavice,Onlyfans,Katja Krasavice,1,2,0
3,2,Glass Animals,Heat Waves,Polydor,42,2,2
4,5,1986zig,Kopf aus,Universal Domestic Polydor,3,4,5
5,4,Ed Sheeran,Shivers,Atlantic,23,1,4
6,6,Imagine Dragons x JID,Enemy,Interscope,16,4,6
7,8,Lost Frequencies / Calum Scott,Where Are You Now,RCA,27,5,8
8,7,Elton John & Dua Lipa,Cold Heart,EMI,26,3,7
9,3,Sido,Mit Dir,Urban,13,3,3
10,14,Tiësto & Ava Max,The Motto,Atlantic,15,10,14
11,12,Lil Nas X,Thats What I Want,Columbia,21,11,12
12,9,Luude feat. Colin Hay,Down Under,Sweat It Out,5,9,9
13,10,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,16,3,10
14,11,The Kid Laroi / Justin Bieber,Stay,Columbia,32,1,11
15,13,Pajel,10von10,Epic / DOPE,26,2,13
16,17,Jaymes Young,Infinity,Atlantic,18,16,17
17,16,Ed Sheeran,Bad Habits,Atlantic,34,1,16
18,0,FOURTY & Mathea,Wenn Du mich vermisst,Life Is Pain,1,18,0
19,15,Farruko,Pepas,Epic,24,11,15
20,29,Civo,Weg von mir,Ventura Records,3,20,29
21,18,Montez,Auf & ab,Universal Domestic Vertigo,29,1,18
22,21,Jason Derulo,Acapulco,Atlantic,21,18,21
23,0,Reezy,Itachi Flow,Four Music / Two Sides,1,23,0
24,22,Shouse,Love Tonight,Hell Beach,35,4,22
25,24,Jnr Choi,To The Moon,Epic,3,24,24
26,26,Glockenbach x ClockClock,Brooklyn,Wefor,7,26,26
27,23,Kummer feat. Fred Rabe,Der letzte Song,Eklat Tonträger,14,1,23
28,25,Adele,Easy On Me,Columbia,18,1,25
29,27,Nathan Evans,Wellerman,Polydor,56,1,27
30,28,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,8,28,28
31,31,Lil Nas X & Jack Harlow,Industry Baby,Columbia,30,9,31
32,20,"Capital Bra, Mvna & Art",Quit,Urban,2,20,20
33,34,Coldplay x BTS,My Universe,Parlophone Label Group,21,13,34
34,0,Dove Cameron,Boyfriend,Columbia,1,34,0
35,19,Pietro Lombardi,Vorbei,Universal Domestic Polydor,3,4,19
36,0,Kalim & Bawer,Baby (OG),Urban,1,36,0
37,0,Ed Sheeran feat. Taylor Swift,The Joker And The Queen,Atlantic,1,37,0
38,35,Pashanim,Paris Freestyle,Urban,17,3,35
39,33,Gzuz,Späti,187 Strassenbande,18,4,33
40,30,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,15,14,30
41,36,Yung Lean,Ginseng strip 2002,Year0001,3,36,36
42,32,Kool Savas x Alies,King,Sony Music / Essah Media GmbH,8,27,32
43,39,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,40,1,39
44,72,Eminem,Without Me,Interscope,27,1,72
45,0,Dr. Dre feat. Snoop Dogg,Still D.R.E.,Universal,1,45,0
46,37,Alle Farben feat. Kiddo,Alright,Warner Music Germany,9,37,37
47,41,Art [DE],Belgisches Viertel,23HOURS,24,13,41
48,42,Tom Odell,Another Love,Columbia,106,11,42
49,40,The Weeknd,Save Your Tears,Republic Records,56,5,40
50,38,Gunna & Future feat. Young Thug,Pushin P,300 Entertainment,4,34,38
51,45,The Neighbourhood,Softcore,Columbia,6,45,45
52,48,The Weeknd,Blinding Lights,Republic Records,115,1,48
53,58,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,29,1,58
54,53,Tinlicker & Helsloot,Because You Move Me,Kontor Records,34,14,53
55,0,Provinz feat. Nina Chuba,Zorn & Liebe,Warner Music Germany,1,55,0
56,49,Purple Disco Machine feat. Eyelar,Dopamine,Columbia,18,34,49
57,43,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,23,6,43
58,59,Pashanim,Sommergewitter,Urban,33,1,59
59,46,Michael Patrick Kelly,Blurry Eyes,Columbia,7,45,46
60,51,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,25,20,51
61,47,BoyWithUke,Toxic,BoyWithUke,15,29,47
62,61,Ed Sheeran,Overpass Graffiti,Atlantic,13,17,61
63,56,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,52,3,56
64,0,Eminem,Lose Yourself,Interscope,30,2,0
65,84,Alvaro Soler / Ray Dalton,Manila,Epic,2,65,84
66,54,Topic x Robin Schulz x Nico Santos x Paul van Dyk,In Your Arms (For An Angel),Virgin Records,3,36,54
67,68,Elley Duhé,Middle Of The Night,RCA,10,67,68
68,60,Måneskin,Beggin',RCA,35,1,60
69,0,Leony,Remedy,Kontor Records,1,69,0
70,78,Frank Ocean,Lost,Island,6,70,78
71,70,Apache 207,Roller,Four Music / Two Sides,124,1,70
72,0,Purple Disco Machine + Sophie And The Giants,In The Dark,Columbia,1,72,0
73,74,Tiësto,The Business,Atlantic,63,3,74
74,65,Ufo361 & Pashanim,Allein allein,ADS THC,8,13,65
75,77,Tones And I,Dance Monkey,Bad Batch Records,117,1,77
76,79,Avaion,Pieces,RCA,4,76,79
77,73,Milky Chance,Colorado,Muggelig Records GmbH,29,28,73
78,71,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",We Don't Talk About Bruno,Walt Disney,5,71,71
79,82,Gabry Ponte x LUM!X x Prezioso,Thunder,Spinnin' Records,7,79,82
80,0,Finch & SDP,Liebe ist...,Walk This Way Records,1,80,0
81,76,atb x Topic x A7S,Your Love (9PM),Virgin Records,52,6,76
82,87,The Neighbourhood,Sweater Weather,Columbia,6,81,87
83,63,KC Rebell,Mogli,Rebell Army,5,17,63
84,0,Eminem,The Real Slim Shady,Interscope,18,7,0
85,66,The Weeknd,Sacrifice,Republic Records,6,27,66
86,0,Endzone / TM,61 Grad,2Live Entertainment,13,25,0
