current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,3,Montez,Auf & ab,Universal Domestic Vertigo,3,1,3
2,4,The Kid Laroi / Justin Bieber,Stay,Columbia,6,2,4
3,1,Ed Sheeran,Bad Habits,Atlantic,8,1,1
4,5,Shouse,Love Tonight,Hell Beach,9,4,5
5,NA,Shindy,Im Schatten der Feigenbäume,Sony Music / Friends With Money,1,5,0
6,6,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,4,1,6
7,7,Pashanim,Sommergewitter,Urban,8,1,7
8,8,Måneskin,Beggin',RCA,11,1,8
9,9,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,14,1,9
10,2,Helene Fischer feat. Luis Fonsi,Vamos a marte,Universal Domestic Polydor,2,2,2
11,11,Justin Wellington and Small Jam,Iko Iko,Columbia / B1,16,7,11
12,10,Måneskin,I Wanna Be Your Slave,RCA,13,3,10
13,13,Lil Nas X & Jack Harlow,Industry Baby,Columbia,4,13,13
14,16,Tinlicker & Helsloot,Because You Move Me,Kontor Records,9,14,16
15,NA,Farid Bang x Elif,Money II,Banger Musik,1,15,0
16,14,Nathan Evans,Wellerman,Polydor,30,1,14
17,17,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,27,3,17
18,18,The Weeknd,Take My Breath,Republic Records,2,18,18
19,NA,Bausa,Venus,A Million Music,1,19,0
20,21,Shirin David,Lieben wir,Juicy Money Records,7,1,21
21,NA,RIN,1976,GOLD LEAGUE,1,21,0
22,23,Lil Nas X,Montero (Call Me By Your Name),Columbia,21,2,23
23,12,Dardan / Cro,Cloud 7,Urban,2,12,12
24,26,Super-Hi x Neeka,Following The Sun,Blended,10,24,26
25,24,The Weeknd,Save Your Tears,Republic Records,31,5,24
26,27,OneRepublic,Run,Interscope,15,19,27
27,25,Billie Eilish,Happier Than Ever,Interscope,3,23,25
28,15,Lune,Hab nur eine Bitte.,Lune,2,15,15
29,22,Wes Nelson & Yxng Bane,Nice To Meet Ya,EMI,12,5,22
30,77,Doja Cat,Woman,RCA,2,30,77
31,55,T-Low,Crashen,Spinnup,5,31,55
32,40,Milky Chance,Colorado,Muggelig Records GmbH,4,32,40
33,NA,Kalim & Layla,Savage,Urban,1,33,0
34,31,atb x Topic x A7S,Your Love (9PM),Virgin Records,31,6,31
35,38,Glass Animals,Heat Waves,Polydor,16,35,38
36,34,"01099 - Gustav, Zachi",Durstlöscher,01099,14,17,34
37,32,HBz,King Kong,Virgin Records,10,31,32
38,42,Mark Forster x Lea,Drei Uhr nachts,Four Music,19,15,42
39,41,Shirin David,Ich darf das,Juicy Money Records,14,1,41
40,33,P!nk + Willow Sage Hart,Cover Me In Sunshine,RCA,25,7,33
41,30,Lea x Casper,Schwarz,Four Music / Treppenhaus,7,7,30
42,35,Dua Lipa,Levitating,Urban,22,16,35
43,60,Endzone / TM,61 Grad,2Live Entertainment,2,43,60
44,39,Ofenbach feat. Lagique,Wasted Love,Elektra,25,12,39
45,43,Tiësto,The Business,Atlantic,42,3,43
46,44,Jamule,Liege wieder wach,Life Is Pain,17,3,44
47,37,Luciano [DE],Schmetterling,Urban,9,3,37
48,29,RAF Camora,Zukunft,Indipendenza,5,4,29
49,28,Jamule,Wenn ich geh,Life Is Pain,5,9,28
50,51,Alvaro Soler,Magia,Airforce1,19,28,51
51,47,The Weeknd,Blinding Lights,Republic Records,90,1,47
52,46,Tom Gregory,River,Kontor Records,12,36,46
53,48,Bausa feat. Apache 207,Madonna,Warner Music Germany,26,1,48
54,50,David Guetta / MistaJam / John Newman,If You Really Love Me (How Will I Know),Parlophone Label Group,5,50,50
55,NA,Summer Cem x Billa Joe,Friendships,Warner Music Germany,1,55,0
56,52,Coldplay,Higher Power,Parlophone Label Group,15,35,52
57,76,Doja Cat,Need To Know,RCA,3,57,76
58,56,Joel Corry feat. MNEK,Head & Heart,Atlantic,57,4,56
59,53,Glockenbach feat. ClockClock,Redlight,Wefor,12,38,53
60,82,Laurell,Habit,FFMM GmbH,3,60,82
61,49,Masked Wolf,Astronaut In The Ocean,Elektra,32,4,49
62,NA,Pajel,10von10,Epic / DOPE,1,62,0
63,20,KC Rebell,Filet Mignon,Rebell Army,2,20,20
64,NA,Lost Frequencies / Calum Scott,Where Are You Now,RCA,1,64,0
65,58,Leony,Faded Love,Kontor Records,26,17,58
66,72,Lityway & Yungfijay feat. Ille & MABU,Für dich,Epic,6,66,72
67,57,The Kid Laroi,Without You,Columbia,34,13,57
68,59,Tom Grennan,Little Bit Of Love,RCA,15,53,59
69,NA,Kygo feat. Zoe Wees,Love Me Now,RCA,1,69,0
70,62,01099 - Gustav,Frisch,01099,20,36,62
71,NA,Sarah Connor,Stark,Universal Domestic Polydor,1,71,0
72,61,Justin Bieber feat. Daniel Caesar & Giveon,Peaches,Def Jam,22,2,61
73,54,Vegedream,Ramenez la coupe à la maison,Universal,10,9,54
74,64,Majestic x Boney M.,Rasputin,NITRON,16,38,64
75,65,Purple Disco Machine feat. Moss Kena & The Knocks,Fireworks,Columbia,17,32,65
76,67,Apache 207,Roller,Four Music / TwoSides,103,1,67
77,NA,Provinz / Majan / Jeremias,Liebe zu dritt,Warner Music Germany,1,77,0
78,68,Doja Cat feat. SZA,Kiss Me More,RCA,19,31,68
79,73,Jason Derulo x Nuka,Love Not War (The Tampa Beat),Columbia,39,9,73
80,80,Lena,Strip,Universal Domestic Polydor,11,70,80
81,78,24kGoldn feat. Iann Dior,Mood,Columbia,52,1,78
82,84,Luna [DE],Blau,Four Music / Treppenhaus,5,63,84
83,75,Ofenbach & Quarterhead feat. Norma Jean Martine,Head Shoulders Knees & Toes,Spinnin' Records,55,6,75
84,71,Joel Corry / Raye / David Guetta,Bed,Atlantic,24,34,71
85,63,"187 Strassenbande / Bonez, Frauenarzt",Extasy,187 Strassenbande,15,1,63
86,86,Michael Patrick Kelly,Throwback,Columbia,4,30,86
87,69,Zoe Wees,Girls Like Us,Capitol,31,9,69
88,90,Ava Max,EveryTime I Cry,Atlantic,3,88,90
89,88,Lucio101,Tränen,Columbia,4,54,88
90,83,Tones And I,Dance Monkey,Bad Batch Records,106,1,83
91,74,"Galantis, David Guetta & Little Mix",Heartbreak Anthem,Big Beat Records,12,57,74
92,81,Miksu / Macloud / Jamule / Nimo,Frag mich nicht,Futura,21,2,81
93,NA,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,1,93,0
94,70,Robin Schulz & Felix Jaehn feat. Alida,One More Time,Warner Music Germany,25,37,70
95,19,Ufo361,Flip$,Stay High,2,19,19
96,NA,Elton John & Dua Lipa,Cold Heart,EMI,1,96,0
97,93,Tom Odell,Another Love,Columbia,85,11,93
98,79,Capo,Ghettogirl,Warner Music Germany,12,7,79
99,91,Camila Cabello,Don't Go Yet,Epic,4,70,91
100,NA,"DMNDS, Fallen Roses & Strange Fruits Music feat. Lujavo",Calabria,Strange Fruits,1,100,0
