current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,NA,RAF Camora feat. Luciano,2CB,Indipendenza,1,1,0
2,2,The Kid Laroi / Justin Bieber,Stay,Columbia,10,1,2
3,4,Ed Sheeran,Bad Habits,Atlantic,12,1,4
4,NA,Die Ärzte,Noise,Hot Action Records,1,4,0
5,8,Pajel,10von10,Epic / DOPE,5,5,8
6,6,Montez,Auf & ab,Universal Domestic Vertigo,7,1,6
7,9,Shouse,Love Tonight,Hell Beach,13,4,9
8,11,Glass Animals,Heat Waves,Polydor,20,8,11
9,NA,Ed Sheeran,Shivers,Atlantic,1,9,0
10,10,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,8,1,10
11,24,Lost Frequencies / Calum Scott,Where Are You Now,RCA,5,11,24
12,13,Lil Nas X & Jack Harlow,Industry Baby,Columbia,8,9,13
13,15,ART,Belgisches Viertel,23HOURS,3,13,15
14,14,Pashanim,Sommergewitter,Urban,12,1,14
15,NA,Kollegah & Farid Bang,Roid Rage,Alpha Music Empire,1,15,0
16,NA,Badmómzjay,Sterne unterm Dach,Universal Domestic Vertigo,1,16,0
17,12,RAF Camora x Juju,Wenn du mich siehst,Indipendenza,4,2,12
18,16,Måneskin,Beggin',RCA,15,1,16
19,17,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,18,1,17
20,7,Apache 207,2sad2disco (Kapitel I),Four Music / TwoSides,2,7,7
21,5,ABBA,Don't Shut Me Down,Universal,2,5,5
22,19,Tinlicker & Helsloot,Because You Move Me,Kontor Records,13,14,19
23,21,Doja Cat,Woman,RCA,6,18,21
24,1,Shindy,Mandarinen,Sony Music / Friends With Money,2,1,1
25,27,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,5,25,27
26,25,Nathan Evans,Wellerman,Polydor,34,1,25
27,20,Justin Wellington and Small Jam,Iko Iko,Columbia / B1,20,7,20
28,22,Måneskin,I Wanna Be Your Slave,RCA,17,3,22
29,33,Milky Chance,Colorado,Muggelig Records GmbH,8,29,33
30,28,T-Low,Crashen,Spinnup,9,27,28
31,3,ABBA,I Still Have Faith In You,Polydor,2,3,3
32,NA,CKay feat. ElGrande Toto,love nwantiti (North African Remix),Warner Music International,1,32,0
33,NA,Nimo x Lio,Duft,Moonboys Ent.,1,33,0
34,26,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,31,3,26
35,30,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,4,22,30
36,31,Laurell,Habit,FFMM GmbH,7,31,31
37,34,The Weeknd,Take My Breath,Republic Records,6,18,34
38,43,Billie Eilish,Happier Than Ever,Interscope,7,23,43
39,35,Lil Nas X,Montero (Call Me By Your Name),Columbia,25,2,35
40,32,Endzone / TM,61 Grad,2Live Entertainment,6,25,32
41,NA,Jugglerz feat. Azet,50km/h,Universal Domestic Vertigo,1,41,0
42,59,Elton John & Dua Lipa,Cold Heart,EMI,4,42,59
43,40,The Weeknd,Save Your Tears,Republic Records,35,5,40
44,38,Shirin David,Lieben wir,Juicy Money Records,11,1,38
45,29,Loredana x Mozzik,Mit mir,Loredana,3,12,29
46,49,David Guetta / MistaJam / John Newman,If You Really Love Me (How Will I Know),Parlophone Label Group,9,46,49
47,41,OneRepublic,Run,Interscope,19,19,41
48,39,Eno feat. Luciano,Vollmond,Crü,3,21,39
49,42,Super-Hi x Neeka,Following The Sun,Blended,14,24,42
50,45,atb x Topic x A7S,Your Love (9PM),Virgin Records,35,6,45
51,23,Helene Fischer feat. Luis Fonsi,Vamos a marte,Universal Domestic Polydor,6,2,23
52,46,HBz,King Kong,Virgin Records,14,31,46
53,50,"01099 - Gustav, Zachi",Durstlöscher,01099,18,17,50
