current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
79,87,Avaion,Pieces,RCA,3,79,87
80,60,Gzuz x Bonez MC,Wenn ich will,187 Strassenbande,5,2,60
81,80,Doja Cat,Woman,RCA,22,18,80
82,83,Gabry Ponte x LUM!X x Prezioso,Thunder,Spinnin' Records,6,80,83
83,62,Selmon & Bausa,Molly,Diggiduwaist,5,19,62
84,NA,Alvaro Soler / Ray Dalton,Manila,Epic,1,84,0
85,72,Shawn Mendes,It'll Be Okay,Island,6,53,72
86,71,Ofenbach feat. Lagique,Wasted Love,Elektra,43,12,71
87,92,The Neighbourhood,Sweater Weather,Columbia,5,81,92
88,25,Mero,3AM,Urban,2,25,25
89,84,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,24,20,84
90,90,Meduza feat. Hozier,Tell It To My Heart,Island,3,70,90
91,95,RAF Camora feat. Luciano,2CB,Indipendenza,17,1,95
92,93,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,84,2,93
93,65,Montez,Geisterstadt,Universal Domestic Vertigo,3,64,65
94,NA,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,19,22,0
95,81,Dua Lipa,Love Again,Urban,18,44,81
96,97,Laurell,Habit,FFMM GmbH,24,31,97
97,100,Joel Corry feat. MNEK,Head & Heart,Atlantic,73,4,100
98,NA,Sun Diego & SpongeBOZZ,La familia 2,BBM Records,1,98,0
99,NA,Lauren Spencer-Smith,Fingers Crossed,Lauren Spencer-Smith,1,99,0
100,86,Apache 207,Kapitel IV Sport (2sad2disco),Four Music / Two Sides,10,10,86
