current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,2,Ed Sheeran,Shivers,Atlantic,7,1,2
2,1,Adele,Easy On Me,Columbia,2,1,1
3,10,Elton John & Dua Lipa,Cold Heart,EMI,10,3,10
4,3,Glass Animals,Heat Waves,Polydor,26,2,3
5,6,Lost Frequencies / Calum Scott,Where Are You Now,RCA,11,5,6
6,5,The Kid Laroi / Justin Bieber,Stay,Columbia,16,1,5
7,7,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,7,6,7
8,8,Ed Sheeran,Bad Habits,Atlantic,18,1,8
9,9,Shouse,Love Tonight,Hell Beach,19,4,9
10,4,Gzuz,Späti,187 Strassenbande,2,4,4
11,13,Farruko,Pepas,Epic,8,11,13
12,11,Montez,Auf & ab,Universal Domestic Vertigo,13,1,11
13,NA,Jamule,Normal für mich,Life Is Pain,1,13,0
14,NA,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,1,14,0
15,17,Lisa [KR],Money,YG Entertainment,4,14,17
16,16,Lil Nas X & Jack Harlow,Industry Baby,Columbia,14,9,16
17,15,Pajel,10von10,Epic / DOPE,11,5,15
18,20,ART,Belgisches Viertel,23HOURS,9,13,20
19,NA,"01099, Gustav & Zachi feat. AVO",Dies & das,01099,1,19,0
20,23,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,9,20,23
21,25,Jason Derulo,Acapulco,Atlantic,5,21,25
22,22,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,14,1,22
23,18,RAF Camora,Guapa,Indipendenza,3,8,18
24,12,Vanessa Mai / Sido,Happy End,Ariola,2,12,12
25,19,Kid Kapri & Florida Juicy,Mosaik,Recordjet,3,19,19
26,24,Coldplay x BTS,My Universe,Parlophone Label Group,5,13,24
27,33,Tinlicker & Helsloot,Because You Move Me,Kontor Records,19,14,33
28,NA,Dardan & Nimo,B.I.B.O.,Hypnotize Entertainment,3,24,0
29,26,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,24,1,26
30,27,Joel Corry & Jax Jones feat. Charli XCX & Saweetie,Out Out,Atlantic,11,20,27
31,14,"Dardan, Nimo & Mozzik",Per ty,Hypnotize Entertainment,2,14,14
32,29,RAF Camora feat. Luciano,2CB,Indipendenza,7,1,29
33,34,Milky Chance,Colorado,Muggelig Records GmbH,14,28,34
34,21,Apache 207,Kapitel II Vodka (2sad2disco),Four Music / TwoSides,4,1,21
