current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
87,79,P!nk + Willow Sage Hart,Cover Me In Sunshine,RCA,32,7,79
88,100,Billie Eilish,Bored,Interscope,2,88,100
89,53,Loredana x Mozzik,Mit mir,Loredana,6,12,53
90,85,Joel Corry feat. MNEK,Head & Heart,Atlantic,64,4,85
91,71,Mark Forster x Lea,Drei Uhr nachts,Four Music,26,15,71
92,77,Lea x Casper,Schwarz,Four Music / Treppenhaus,14,7,77
93,88,Dua Lipa,Levitating,Urban,29,16,88
94,83,Jamule,Liege wieder wach,Life Is Pain,24,3,83
95,92,Tom Odell,Another Love,Columbia,92,11,92
96,82,Tom Gregory,River,Kontor Records,19,36,82
97,91,24kGoldn feat. Iann Dior,Mood,Columbia,59,1,91
98,NA,Apache 207,An der Uhr gedreht,Four Music / TwoSides,1,98,0
99,64,Eno feat. Luciano,Vollmond,Crü,6,21,64
100,87,Coldplay,Higher Power,Parlophone Label Group,22,35,87
