current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,12,Kummer feat. Fred Rabe,Der letzte Song,Eklat Tonträger,10,1,12
2,1,Gayle,abcdefu,Atlantic,10,1,1
3,5,Glass Animals,Heat Waves,Polydor,38,2,5
4,4,Ed Sheeran,Shivers,Atlantic,19,1,4
5,6,Elton John & Dua Lipa,Cold Heart,EMI,22,3,6
6,3,Pajel,10von10,SME - Epic / DOPE,22,2,3
7,7,Sido,Mit Dir,Urban,9,4,7
8,NA,"Gzuz / RAF Camora, Luciano",Alles black,187 Strassenbande,1,8,0
9,8,Acraze feat. Cherish,Do It To It,Thrive Music/Virgin Music,12,3,8
10,9,Lost Frequencies / Calum Scott,Where Are You Now,SME - RCA,23,5,9
11,11,Imagine Dragons x JID,Enemy,Interscope,12,11,11
12,10,The Kid Laroi / Justin Bieber,Stay,SME - Columbia,28,1,10
13,2,Gzuz / Bonez MC,Wenn ich will,187 Strassenbande,2,2,2
14,13,Farruko,Pepas,SME - Epic,20,11,13
15,15,Ed Sheeran,Bad Habits,Atlantic,30,1,15
16,14,Montez,Auf & ab,Universal Domestic Vertigo,25,1,14
17,NA,KC Rebell,Mogli,Rebell Army,1,17,0
18,28,Gzuz,Späti,187 Strassenbande,14,4,28
19,17,Tiësto & Ava Max,The Motto,Atlantic,11,17,17
20,16,Shouse,Love Tonight,Hell Beach,31,4,16
21,20,Adele,Easy On Me,SME - Columbia,14,1,20
22,21,Jason Derulo,Acapulco,Atlantic,17,19,21
23,NA,Jamule,Blauer Himmel,Life Is Pain,1,23,0
24,NA,Badchieff x Edo Saiya x Cro feat. Majan,Ich liebe....,SME - Schere Stein Papier,1,24,0
25,22,Jaymes Young,Infinity,Atlantic,14,22,22
26,NA,DJ Jeezy / Badmómzjay / Bausa / Kalim,Andale,SME - L'equipe music,1,26,0
27,23,Nathan Evans,Wellerman,Polydor,52,1,23
28,18,Ufo361 & Pashanim,Allein allein,ADS THC,4,13,18
29,19,Selmon & Bausa,Molly,Diggiduwaist,2,19,19
30,25,Lil Nas X & Jack Harlow,Industry Baby,SME - Columbia,26,9,25
