current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,1,DJ Robin & Schürze,Layla,Universal Domestic Polydor,14,1,1
2,NA,Nina Chuba,Wildberry Lillet,SME - Jive,1,2,0
3,2,Miksu / MacLoud & Makko,Nachts wach,Futura,6,2,2
4,4,Liaze,Paradise,Ventura Records,8,2,4
5,5,Die Zipfelbuben,Olivia,Xtreme Sound Recordings,4,2,5
6,6,James Hype & Miggy Dela Rosa,Ferrari,Universal Domestic Island,12,6,6
7,3,Bonez MC / RAF Camora,Sommer,187 Strassenbande,2,3,3
8,7,Luciano [DE],Beautiful Girl,Urban,16,1,7
9,8,Kontra K feat. Sido & Leony,Follow,Letzte Woelfe,6,3,8
10,11,Imanbek & BYOR,Belly Dancer,Musical Freedom,17,10,11
11,10,Harry Styles,As It Was,SME - Columbia,20,1,10
12,9,Domiziana,Ohne Benzin,SME - Four Music,13,1,9
13,14,Ion Miles / SiraOne / BHZ,Powerade,SME - Sony Music / BHZ,17,2,14
14,15,Rosa Linn,Snap,SME - Nvak Collective,6,14,15
15,12,Kate Bush,Running Up That Hill,EMI,31,3,12
16,13,Julian Sommer,Dicht im Flieger,Electrola,20,7,13
17,18,Miksu / MacLoud & T-Low,Sehnsucht,Futura,24,1,18
18,17,Öwnboss & Sevek,Move Your Body,Musical Freedom,22,11,17
19,20,Glass Animals,Heat Waves,Polydor,68,2,20
20,21,Farruko,Pepas,SME - Epic,50,11,21
21,24,Central Cee,Doja,Central Cee,4,21,24
22,42,Southstar,Miss You,Recordjet,3,22,42
23,NA,Andy Luxx / Bierkapitän / DJ Aaron,Lea,Electrola,1,23,0
24,23,T-Low & Miksu / Macloud,We Made It,Spinnup,17,1,23
25,28,Kamrad,I Believe,SME - Epic,26,20,28
26,16,Luciano [DE],Frozen Tears,Urban,3,8,16
27,34,Topic x A7S,Kernkraft 400 (A Better Day),Virgin Records,7,27,34
28,22,Theo Junior,Ups & Downs,Theo Junior,5,14,22
29,32,Camila Cabello feat. Ed Sheeran,Bam Bam,SME - Epic,24,12,32
30,33,Lost Frequencies / Calum Scott,Where Are You Now,SME - RCA,53,5,33
31,40,Tom Odell,Another Love,SME - Columbia,132,11,40
32,19,Bonez MC & RAF Camora,Letztes Mal,187 Strassenbande,5,2,19
33,37,Ed Sheeran,Shivers,Atlantic,49,1,37
34,36,Elton John & Dua Lipa,Cold Heart,EMI,52,3,36
35,25,Ary x Liaze,Ticket nach Ketama,Good Kid Records/VENTURA Records,4,16,25
