current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
71,70,Tiësto & Ava Max,The Motto,Atlantic,3,64,70
72,60,The Weeknd,Blinding Lights,Republic Records,104,1,60
73,24,RAF Camora x Juju,Wenn du mich siehst,Indipendenza,14,2,24
74,59,Laurell,Habit,FFMM GmbH,17,31,59
75,63,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,41,3,63
76,NA,Kelly Clarkson,Underneath The Tree,RCA,16,13,0
77,49,Post Malone & The Weeknd,One Right Now,Republic Records,3,45,49
78,NA,Monet192,Narben,Warner Music Germany,1,78,0
79,NA,Rolf Zuckowski und seine Freunde,In der Weihnachtsbäckerei,Musik für Dich,21,20,0
80,NA,Kurdo,Bébé,Almaz GmbH,1,80,0
81,48,Cro,Dein Song,Urban,4,15,48
82,NA,Justin Bieber,Mistletoe,Island,19,19,0
83,69,Doja Cat,Woman,RCA,16,18,69
84,73,Tom Odell,Another Love,Columbia,99,11,73
85,61,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,14,22,61
86,72,Billie Eilish,Happier Than Ever,Interscope,17,23,72
87,64,Amaarae & Moliy feat. Kali Uchis,Sad Girlz Luv Money Remix,Def Jam,2,64,64
88,NA,Paul McCartney,Wonderful Christmastime,Capitol,19,8,0
89,68,Kid Kapri & Florida Juicy,Mosaik,Recordjet,7,19,68
90,66,RAF Camora,Guapa,Indipendenza,7,8,66
91,67,Vanessa Mai / Sido,Happy End,Ariola,6,12,67
92,NA,Sia,Snowman,Monkey Puzzle Records Inc.,5,20,0
93,77,Måneskin,I Wanna Be Your Slave,RCA,27,3,77
94,74,Apache 207,Roller,Four Music / TwoSides,117,1,74
95,79,atb x Topic x A7S,Your Love (9PM),Virgin Records,45,6,79
96,NA,Alle Farben feat. Kiddo,Alright,Warner Music Germany,2,96,0
97,NA,Bobby Helms,Jingle Bell Rock,K-Tel,15,15,0
98,85,Lil Nas X,Montero (Call Me By Your Name),Columbia,35,2,85
99,NA,Brenda Lee,Rockin' Around The Christmas Tree,Universal,15,12,0
100,84,Tiësto,The Business,Atlantic,56,3,84
