current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
56,NA,SDP & 257ers,Scheiße baut sich nicht von alleine,Nur Musik ist schöner,1,56,0
57,62,A1 x J1 & Tion Wayne,Night Away (Dance),EMI,3,57,62
58,42,Ayliva feat. Milano,Bleib,Whiteheart Records,2,42,42
59,NA,Silva,Jumper,Ghettosuperstars,1,59,0
60,NA,Montez,Niemals ohne dich,Universal Domestic Vertigo,1,60,0
61,58,The Weeknd,Blinding Lights,Republic Records,122,1,58
62,65,Charlie Puth,Light Switch,Atlantic,7,62,65
63,56,Tinlicker & Helsloot,Because You Move Me,Kontor Records,41,14,56
64,57,Swedish House Mafia & The Weeknd,Moth To A Flame,Republic Records,22,14,57
65,55,Pashanim,Sommergewitter,Urban,40,1,55
66,66,Gzuz,Späti,187 Strassenbande,25,4,66
67,61,Adele,Easy On Me,Columbia,25,1,61
68,79,Öwnboss & Sevek,Move Your Body,Musical Freedom,3,68,79
69,32,Luciano [DE],Majestic,Urban,3,6,32
70,46,Ayliva,Schmetterlinge,Whiteheart Records,4,34,46
71,59,Alle Farben feat. Kiddo,Alright,Warner Music Germany,16,37,59
72,NA,Topic x Robin Schulz x Nico Santos x Paul van Dyk,In Your Arms (For An Angel),Virgin Records,9,36,0
73,NA,IAM x Luciano,Dunya,Suburban Records,1,73,0
74,38,Kontra K,Für den Himmel durch die Hölle,Letzte Woelfe,3,8,38
75,69,Ed Sheeran,Overpass Graffiti,Atlantic,20,17,69
76,68,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,59,3,68
77,67,Pascal Letoublon feat. Leony,Friendships (Lost My Love),Virgin Records,32,20,67
78,81,AnnenMayKantereit feat. Giant Rooks,Tom's Diner,Universal Domestic Vertigo,3,76,81
79,76,Coldplay x BTS,My Universe,Parlophone Label Group,28,13,76
80,71,Michael Patrick Kelly,Blurry Eyes,Columbia,14,45,71
81,91,Tate McRae,She's All I Wanna Be,RCA,6,62,91
82,82,Apache 207,Roller,Four Music / Two Sides,131,1,82
83,85,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,92,2,85
84,47,Pietro Lombardi,Ich lass dich nicht los,Universal Domestic Polydor,3,20,47
85,89,Kamrad,I Believe,Kamrad,7,75,89
86,80,Eminem,Without Me,Interscope,34,1,80
87,75,CKay feat. ElGrande Toto,Love Nwantiti (North African Remix),Warner Music International,30,6,75
88,87,The Neighbourhood,Softcore,Columbia,13,45,87
89,52,Jnr Choi,To The Moon,Epic,10,24,52
90,77,Pashanim,Paris Freestyle,Urban,24,3,77
91,NA,Julian Sommer,Dicht im Flieger,Electrola,1,91,0
92,NA,1986zig,Tränen,Good Kid Records/VENTURA Records,1,92,0
93,73,Art [DE],Belgisches Viertel,23HOURS,31,13,73
94,92,Måneskin,Beggin',RCA,42,1,92
95,88,George Ezra,Anyone For You (Tiger Lily),Columbia,4,86,88
96,NA,Madonna,Frozen,Maverick,20,2,0
97,NA,Tones And I,Dance Monkey,Elektra,123,1,0
98,96,Endzone / TM,61 Grad,2Live Entertainment,20,25,96
99,97,Doja Cat,Woman,RCA,27,18,97
100,NA,Civo,Feelings,Good Kid Records/VENTURA Records,1,100,0
