current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
1,NA,Metallica,Enter Sandman,Mercury,17,1,0
2,NA,RAF Camora x Juju,Wenn du mich siehst,Indipendenza,1,2,0
3,2,The Kid Laroi / Justin Bieber,Stay,Columbia,7,2,2
4,1,Montez,Auf & ab,Universal Domestic Vertigo,4,1,1
5,3,Ed Sheeran,Bad Habits,Atlantic,9,1,3
6,4,Shouse,Love Tonight,Hell Beach,10,4,4
7,6,RAF Camora feat. Bonez MC,Blaues Licht,Indipendenza,5,1,6
8,7,Pashanim,Sommergewitter,Urban,9,1,7
9,8,Måneskin,Beggin',RCA,12,1,8
10,9,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,15,1,9
11,13,Lil Nas X & Jack Harlow,Industry Baby,Columbia,5,11,13
12,NA,Samra x Bojan,Paradies,Cataleya Edition,1,12,0
13,62,Pajel,10von10,Epic / DOPE,2,13,62
14,11,Justin Wellington and Small Jam,Iko Iko,Columbia / B1,17,7,11
15,12,Måneskin,I Wanna Be Your Slave,RCA,14,3,12
16,14,Tinlicker & Helsloot,Because You Move Me,Kontor Records,10,14,14
17,5,Shindy,Im Schatten der Feigenbäume,Sony Music / Friends With Money,2,5,5
18,16,Nathan Evans,Wellerman,Polydor,31,1,16
19,17,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,28,3,17
20,30,Doja Cat,Woman,RCA,3,20,30
21,10,Helene Fischer feat. Luis Fonsi,Vamos a marte,Universal Domestic Polydor,3,2,10
22,NA,Lea,Wenn Du mich lässt,Four Music / Treppenhaus,1,22,0
23,21,RIN,1976,GOLD LEAGUE,2,21,21
24,NA,Kollegah,Zuhälteraura,Alpha Music Empire,1,24,0
25,18,The Weeknd,Take My Breath,Republic Records,3,18,18
26,20,Shirin David,Lieben wir,Juicy Money Records,8,1,20
27,NA,Reezy,Noch einmal,Four Music / TwoSides,1,27,0
28,31,T-Low,Crashen,Spinnup,6,28,31
29,22,Lil Nas X,Montero (Call Me By Your Name),Columbia,22,2,22
30,43,Endzone / TM,61 Grad,2Live Entertainment,3,30,43
31,35,Glass Animals,Heat Waves,Polydor,17,31,35
32,64,Lost Frequencies / Calum Scott,Where Are You Now,RCA,2,32,64
33,32,Milky Chance,Colorado,Muggelig Records GmbH,5,32,32
34,24,Super-Hi x Neeka,Following The Sun,Blended,11,24,24
35,25,The Weeknd,Save Your Tears,Republic Records,32,5,25
36,26,OneRepublic,Run,Interscope,16,19,26
37,19,Bausa,Venus,A Million Music,2,19,19
38,27,Billie Eilish,Happier Than Ever,Interscope,4,23,27
39,NA,Summer Cem x Murda feat. Luciano,OHA Remix,Banger Musik,1,39,0
40,29,Wes Nelson & Yxng Bane,Nice To Meet Ya,EMI,13,5,29
41,37,HBz,King Kong,Virgin Records,11,31,37
42,36,"01099 - Gustav, Zachi",Durstlöscher,01099,15,17,36
43,34,atb x Topic x A7S,Your Love (9PM),Virgin Records,32,6,34
44,39,Shirin David,Ich darf das,Juicy Money Records,15,1,39
45,28,Lune,Hab nur eine Bitte.,Warner Music Germany,3,15,28
46,NA,Ed Sheeran,Visiting Hours,Atlantic,1,46,0
47,41,Lea x Casper,Schwarz,Four Music / Treppenhaus,8,7,41
48,60,Laurell,Habit,FFMM GmbH,4,48,60
49,38,Mark Forster x Lea,Drei Uhr nachts,Four Music,20,15,38
