current,last_week,artist,title,label,weeks_in_charts,peak_in_charts,last_week_fill
63,64,Tate McRae,She's All I Wanna Be,RCA,11,61,64
64,65,Lil Nas X & Jack Harlow,Industry Baby,Columbia,42,9,65
65,79,OneRepublic,Sunshine,Interscope,4,65,79
66,75,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,Parlophone Label Group,5,53,75
67,60,Robin Schulz & Dennis Lloyd,Young Right Now,Warner Music Germany,20,28,60
68,84,Imanbek & BYOR,Belly Dancer,Musical Freedom,3,68,84
69,66,SDP x Montez,Wie viele Lieder muss ich noch schreiben?,Nur Musik ist schöner,11,15,66
70,70,The Weeknd,Blinding Lights,Republic Records,127,1,70
71,69,Olivia Rodrigo,Good 4 U,Olivia Rodrigo,52,1,69
72,76,1986zig,Kopf aus,Good Kid Records/VENTURA Records,15,3,76
73,51,Juju x Chapo102 x Philipp Poisel,Erkläre mir die Liebe,Jinx Music,3,20,51
74,NA,Felix Jaehn & The Stickmen Project feat. Calum Scott,Rain In Ibiza,Virgin Records,1,74,0
75,68,Dove Cameron,Boyfriend,Columbia,13,26,68
76,87,Endzone / TM,61 Grad,2Live Entertainment,25,25,87
77,82,Future feat. Drake & Tems,Wait For U,Epic,2,77,82
78,74,Demi Lovato,Cool For The Summer,Universal,8,33,74
79,94,George Ezra,Anyone For You (Tiger Lily),Columbia,9,79,94
80,78,Topic x Robin Schulz x Nico Santos x Paul van Dyk,In Your Arms (For An Angel),Virgin Records,14,36,78
81,90,Tinlicker & Helsloot,Because You Move Me,Kontor Records,46,14,90
82,86,Alle Farben feat. Kiddo,Alright,Warner Music Germany,21,37,86
83,27,Samra,LV,Cataleya Edition,2,27,27
84,89,Shawn Mendes,When You're Gone,Island,6,37,89
85,81,Kummer feat. Fred Rabe,Der letzte Song (Alles wird gut),Eklat Tonträger,26,1,81
86,NA,"Samra, Anonym & Bojan",Seele,Cataleya Edition,1,86,0
87,91,Riton x Nightcrawlers feat. Mufasa & Hypeman,Friday (Dopamine Re-Edit),Columbia,64,3,91
88,77,Charlie Puth,Light Switch,Atlantic,12,62,77
89,73,Fourty & Mathea,Wenn Du mich vermisst,Life Is Pain,13,18,73
90,NA,Art [DE],Bubblegum,23HOURS,1,90,0
91,93,Apache 207,Roller,Four Music / Two Sides,136,1,93
92,80,Chapo102 & 102 Boyz,Missed Calls,Jinx Music,7,30,80
93,NA,SDP & 257ers,Scheiße baut sich nicht von alleine,Nur Musik ist schöner,2,56,0
94,72,Lil Tjay,In My Head,Columbia,6,22,72
95,NA,Lady GaGa,Hold My Hand,Interscope,1,95,0
96,85,Gzuz,Späti,187 Strassenbande,30,4,85
97,39,Reezy,Dilemma,Four Music / Two Sides,2,39,39
98,NA,CKay / Pronto / Eunique,Love nwantiti (German Remix),Warner Music International,1,98,0
99,NA,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,Macklemore,96,2,0
100,95,Ed Sheeran,Overpass Graffiti,Atlantic,25,17,95
